Código de proyecto;Área;Prioridad;Presupuesto;Complejidad técnica;Número de dependencias asociadas;Time to market teórico en Q's;Fecha de inicio de ejecución;Fecha fin de ejecución;Fecha pase a producción;Fecha de uso por el personal;Time to market
SDATOOL-6473;GRM;Alta;192560;Media;7;3;18/04/2025;19/03/2026;12/04/2026;18/04/2026;365
SDATOOL-8422;CCS;Media;104071;Alta;8;1;29/09/2024;13/04/2025;07/05/2025;16/05/2025;229
SDATOOL-2186;ENG;Media;275314;Alta;4;3;13/09/2021;28/09/2022;05/10/2022;09/10/2022;391
SDATOOL-5172;T&C;Media;96221;Baja;1;3;30/10/2025;08/07/2026;16/07/2026;22/07/2026;265
SDATOOL-8395;T&C;Media;82264;Media;2;2;05/11/2023;01/04/2024;25/04/2024;29/04/2024;176
SDATOOL-8926;CIB;Baja;225255;Alta;7;2;06/10/2025;15/07/2026;23/07/2026;24/07/2026;291
SDATOOL-8623;FIN;Media;120558;Media;5;2;08/06/2022;17/12/2022;25/12/2022;01/01/2023;207
SDATOOL-8733;ENG;Media;92926;Baja;8;2;15/01/2019;26/08/2019;09/09/2019;14/09/2019;242
SDATOOL-1265;RIC;Alta;41360;Media;3;1;30/04/2020;27/09/2020;04/10/2020;10/10/2020;163
SDATOOL-1575;ENG;Media;91766;Media;2;2;19/12/2021;11/07/2022;07/08/2022;14/08/2022;238
SDATOOL-5863;CIB;Baja;326453;Alta;3;4;01/04/2020;11/05/2021;30/05/2021;08/06/2021;433
SDATOOL-7840;RIC;Alta;109329;Media;6;2;29/11/2025;18/09/2026;11/10/2026;18/10/2026;323
SDATOOL-4426;CCS;Alta;104367;Alta;7;1;29/04/2023;08/11/2023;19/11/2023;23/11/2023;208
SDATOOL-6595;CIB;Baja;16873;Baja;1;1;15/01/2022;27/03/2022;21/04/2022;27/04/2022;102
SDATOOL-3865;RIC;Media;131549;Baja;9;3;02/01/2021;29/10/2021;23/11/2021;26/11/2021;328
SDATOOL-9728;GRM;Alta;181317;Alta;5;2;19/06/2020;03/04/2021;13/04/2021;19/04/2021;304
SDATOOL-8329;ENG;Media;30840;Baja;3;1;02/05/2022;23/07/2022;05/08/2022;14/08/2022;104
SDATOOL-1269;T&C;Media;243852;Alta;10;2;17/10/2022;17/09/2023;14/10/2023;16/10/2023;364
SDATOOL-5804;GRM;Baja;180720;Alta;4;2;08/11/2020;26/05/2021;21/06/2021;24/06/2021;228
SDATOOL-3256;FIN;Alta;255803;Alta;10;2;22/01/2020;14/03/2021;02/04/2021;03/04/2021;437
SDATOOL-2263;ENG;Baja;171182;Media;5;3;10/08/2023;22/05/2024;19/06/2024;29/06/2024;324
SDATOOL-5563;CIB;Media;57935;Media;6;1;20/11/2019;20/05/2020;16/06/2020;17/06/2020;210
SDATOOL-8180;CIB;Media;21106;Baja;1;1;07/02/2025;09/05/2025;16/05/2025;18/05/2025;100
SDATOOL-5092;FIN;Alta;107873;Media;4;2;16/03/2025;19/10/2025;01/11/2025;02/11/2025;231
SDATOOL-4491;ENG;Alta;99619;Baja;3;3;23/01/2024;23/10/2024;04/11/2024;05/11/2024;287
SDATOOL-1302;CIB;Baja;250086;Alta;10;2;14/01/2025;01/01/2026;14/01/2026;20/01/2026;371
SDATOOL-6395;CIB;Alta;26318;Baja;5;1;09/01/2022;25/04/2022;10/05/2022;18/05/2022;129
SDATOOL-4455;ENG;Alta;184858;Media;6;3;03/06/2021;27/05/2022;23/06/2022;03/07/2022;395
SDATOOL-9401;ENG;Alta;205689;Alta;7;2;18/03/2023;13/02/2024;21/02/2024;22/02/2024;341
SDATOOL-3668;FIN;Baja;81438;Media;9;1;05/07/2025;30/11/2025;27/12/2025;03/01/2026;182
SDATOOL-4482;GRM;Media;142216;Media;7;2;08/11/2023;26/07/2024;02/08/2024;05/08/2024;271
SDATOOL-1377;T&C;Baja;54854;Baja;6;1;07/06/2022;12/09/2022;27/09/2022;28/09/2022;113
SDATOOL-3223;ENG;Baja;158970;Alta;2;2;14/03/2024;10/11/2024;28/11/2024;04/12/2024;265
SDATOOL-3902;FIN;Media;168002;Media;4;3;11/03/2020;07/01/2021;19/01/2021;20/01/2021;315
SDATOOL-4904;GRM;Baja;50302;Media;3;1;03/09/2023;15/12/2023;13/01/2024;19/01/2024;138
SDATOOL-6760;FIN;Baja;202048;Media;9;3;15/03/2024;19/02/2025;27/02/2025;07/03/2025;357
SDATOOL-3040;FIN;Media;126638;Media;1;3;01/02/2022;15/11/2022;27/11/2022;01/12/2022;303
SDATOOL-2415;FIN;Alta;102978;Media;4;2;11/08/2022;26/01/2023;19/02/2023;23/02/2023;196
SDATOOL-4885;FIN;Media;364445;Alta;9;3;24/12/2022;03/03/2024;25/03/2024;28/03/2024;460
SDATOOL-1106;FIN;Media;141320;Media;8;2;25/10/2020;01/08/2021;10/08/2021;12/08/2021;291
SDATOOL-6294;FIN;Baja;132814;Baja;7;3;12/09/2025;13/08/2026;09/09/2026;11/09/2026;364
SDATOOL-5776;GRM;Media;391420;Alta;6;4;11/12/2023;31/01/2025;09/02/2025;11/02/2025;428
SDATOOL-8527;ENG;Media;140057;Media;7;2;09/05/2025;29/12/2025;26/01/2026;03/02/2026;270
SDATOOL-3297;RCS;Alta;299511;Alta;6;3;10/10/2021;11/11/2022;30/11/2022;05/12/2022;421
SDATOOL-9921;ENG;Alta;138363;Alta;1;2;07/02/2023;01/12/2023;09/12/2023;11/12/2023;307
SDATOOL-1592;FIN;Media;143492;Baja;10;3;21/11/2025;30/10/2026;06/11/2026;10/11/2026;354
SDATOOL-4879;T&C;Alta;84257;Baja;1;3;18/05/2023;22/01/2024;02/02/2024;07/02/2024;265
SDATOOL-4900;CCS;Media;62062;Media;4;1;27/02/2024;03/06/2024;12/06/2024;20/06/2024;114
SDATOOL-8910;ENG;Media;88198;Baja;2;3;11/01/2020;14/10/2020;05/11/2020;06/11/2020;300
SDATOOL-7953;GRM;Alta;270998;Media;9;4;05/08/2025;25/12/2026;17/01/2027;21/01/2027;534
SDATOOL-3773;FIN;Media;278942;Alta;5;3;15/06/2022;16/04/2023;12/05/2023;21/05/2023;340
SDATOOL-1408;RCS;Baja;244263;Alta;9;2;15/11/2025;20/08/2026;07/09/2026;12/09/2026;301
SDATOOL-4187;ENG;Alta;119884;Alta;9;1;29/02/2020;01/11/2020;10/11/2020;12/11/2020;257
SDATOOL-8241;CCS;Alta;277573;Media;9;4;25/06/2025;31/10/2026;13/11/2026;22/11/2026;515
SDATOOL-4069;FIN;Alta;111259;Media;1;3;13/07/2021;25/04/2022;14/05/2022;23/05/2022;314
SDATOOL-2584;RIC;Baja;164727;Alta;3;2;22/01/2019;11/09/2019;07/10/2019;15/10/2019;266
SDATOOL-8235;GRM;Alta;88908;Media;10;1;11/06/2023;09/03/2024;17/03/2024;21/03/2024;284
SDATOOL-5205;ENG;Media;87733;Media;10;1;19/03/2025;20/10/2025;02/11/2025;03/11/2025;229
SDATOOL-2296;RCS;Alta;146585;Media;8;2;25/08/2022;10/07/2023;21/07/2023;31/07/2023;340
SDATOOL-5702;ENG;Media;86227;Baja;7;2;21/03/2019;25/09/2019;18/10/2019;23/10/2019;216
SDATOOL-9378;CCS;Media;232338;Media;10;3;06/06/2022;06/04/2023;24/04/2023;29/04/2023;327
SDATOOL-9612;CIB;Media;92161;Media;1;2;27/02/2025;08/09/2025;23/09/2025;25/09/2025;210
SDATOOL-3124;ENG;Alta;158790;Alta;2;2;14/04/2019;01/02/2020;10/02/2020;15/02/2020;307
SDATOOL-5174;ENG;Alta;349355;Alta;9;3;09/12/2022;01/12/2023;15/12/2023;18/12/2023;374
SDATOOL-9423;FIN;Media;70143;Media;5;1;15/12/2025;12/04/2026;22/04/2026;24/04/2026;130
SDATOOL-3927;ENG;Media;154123;Baja;10;3;15/12/2019;28/09/2020;24/10/2020;01/11/2020;322
SDATOOL-7189;FIN;Media;45263;Media;6;1;28/02/2024;11/08/2024;28/08/2024;02/09/2024;187
SDATOOL-9299;T&C;Media;278552;Alta;5;3;06/10/2021;06/08/2022;18/08/2022;23/08/2022;321
SDATOOL-6264;CIB;Media;210406;Alta;6;2;07/03/2021;27/01/2022;09/02/2022;12/02/2022;342
SDATOOL-3859;RCS;Alta;246135;Alta;9;2;24/02/2020;18/02/2021;15/03/2021;20/03/2021;390
SDATOOL-4444;RCS;Media;75480;Baja;3;2;07/04/2022;04/10/2022;13/10/2022;19/10/2022;195
SDATOOL-3286;T&C;Baja;87308;Baja;8;2;18/11/2020;14/06/2021;28/06/2021;01/07/2021;225
SDATOOL-5178;T&C;Alta;90474;Baja;2;3;01/06/2024;23/01/2025;19/02/2025;25/02/2025;269
SDATOOL-6553;RCS;Alta;215157;Alta;2;3;12/11/2023;07/10/2024;05/11/2024;10/11/2024;364
SDATOOL-7549;RCS;Alta;146872;Media;10;2;09/02/2021;04/12/2021;26/12/2021;01/01/2022;326
SDATOOL-9020;ENG;Alta;92561;Baja;8;2;13/05/2022;09/02/2023;28/02/2023;06/03/2023;297
SDATOOL-5427;GRM;Media;276851;Media;8;4;08/01/2024;15/04/2025;24/04/2025;02/05/2025;480
SDATOOL-3231;T&C;Media;91946;Media;3;2;25/02/2019;27/07/2019;25/08/2019;27/08/2019;183
SDATOOL-9633;RCS;Alta;123898;Media;2;3;22/11/2025;30/07/2026;23/08/2026;25/08/2026;276
SDATOOL-8947;ENG;Media;140241;Media;8;2;06/10/2019;13/06/2020;21/06/2020;01/07/2020;269
SDATOOL-4128;RIC;Baja;200932;Alta;7;2;08/01/2019;12/09/2019;01/10/2019;08/10/2019;273
SDATOOL-8978;ENG;Alta;245885;Alta;10;2;10/02/2019;20/12/2019;11/01/2020;19/01/2020;343
SDATOOL-6185;ENG;Baja;70635;Baja;6;2;06/08/2023;28/02/2024;18/03/2024;20/03/2024;227
SDATOOL-1177;T&C;Baja;138758;Alta;10;1;13/01/2024;01/09/2024;15/09/2024;18/09/2024;249
SDATOOL-3179;FIN;Baja;203588;Alta;7;2;30/04/2024;21/02/2025;02/03/2025;03/03/2025;307
SDATOOL-4244;CIB;Alta;212116;Media;8;3;21/08/2020;31/07/2021;23/08/2021;29/08/2021;373
SDATOOL-6650;RIC;Alta;35918;Media;3;1;04/01/2020;24/04/2020;04/05/2020;13/05/2020;130
SDATOOL-1101;FIN;Media;162472;Alta;2;2;08/08/2019;16/02/2020;24/02/2020;03/03/2020;208
SDATOOL-8256;ENG;Baja;26594;Media;1;1;21/11/2022;08/03/2023;16/03/2023;22/03/2023;121
SDATOOL-4752;CCS;Media;205483;Alta;7;2;23/03/2019;29/01/2020;27/02/2020;01/03/2020;344
SDATOOL-9236;GRM;Media;225263;Media;5;4;16/02/2025;12/02/2026;02/03/2026;09/03/2026;386
SDATOOL-6110;T&C;Alta;136213;Baja;10;3;12/01/2019;12/12/2019;02/01/2020;04/01/2020;357
SDATOOL-5911;CIB;Media;188187;Alta;6;2;20/01/2019;23/09/2019;06/10/2019;10/10/2019;263
SDATOOL-9786;RCS;Media;139028;Media;3;3;03/02/2019;19/11/2019;26/11/2019;04/12/2019;304
SDATOOL-7320;RIC;Media;191115;Alta;5;2;24/03/2025;30/10/2025;15/11/2025;18/11/2025;239
SDATOOL-9872;FIN;Alta;236754;Alta;9;2;20/05/2025;17/06/2026;02/07/2026;12/07/2026;418
SDATOOL-5439;ENG;Alta;288677;Media;10;4;24/04/2025;25/10/2026;04/11/2026;07/11/2026;562
SDATOOL-2528;ENG;Media;54310;Media;7;1;07/03/2022;31/08/2022;29/09/2022;01/10/2022;208
SDATOOL-7392;T&C;Baja;292573;Alta;5;3;23/08/2022;21/05/2023;15/06/2023;22/06/2023;303
SDATOOL-2234;GRM;Media;211813;Media;8;3;02/06/2020;18/05/2021;16/06/2021;18/06/2021;381
SDATOOL-4974;ENG;Alta;120570;Alta;9;1;06/12/2025;28/08/2026;16/09/2026;18/09/2026;286
SDATOOL-9259;ENG;Baja;86520;Baja;1;3;09/02/2025;12/11/2025;06/12/2025;09/12/2025;303
SDATOOL-2933;CIB;Media;76031;Media;8;1;29/07/2025;17/01/2026;24/01/2026;30/01/2026;185
SDATOOL-5656;FIN;Media;137074;Alta;10;1;08/05/2024;21/10/2024;13/11/2024;18/11/2024;194
SDATOOL-4432;RIC;Media;88162;Baja;9;2;21/04/2020;26/12/2020;23/01/2021;01/02/2021;286
SDATOOL-5904;CCS;Media;204249;Alta;6;2;19/10/2023;31/07/2024;10/08/2024;14/08/2024;300
SDATOOL-5934;FIN;Alta;160690;Alta;4;2;28/02/2025;06/12/2025;13/12/2025;17/12/2025;292
SDATOOL-1219;T&C;Alta;108580;Baja;4;3;09/07/2025;25/02/2026;19/03/2026;28/03/2026;262
SDATOOL-1596;GRM;Alta;85620;Media;1;2;07/03/2020;22/10/2020;03/11/2020;09/11/2020;247
SDATOOL-6402;CIB;Baja;186482;Alta;5;2;01/01/2019;15/09/2019;26/09/2019;04/10/2019;276
SDATOOL-8565;GRM;Baja;138781;Baja;8;3;25/12/2021;08/12/2022;04/01/2023;14/01/2023;385
SDATOOL-7915;RIC;Alta;190938;Media;6;3;14/03/2024;18/01/2025;01/02/2025;04/02/2025;327
SDATOOL-9849;ENG;Baja;491992;Alta;10;4;11/07/2021;04/11/2022;18/11/2022;27/11/2022;504
SDATOOL-7608;GRM;Alta;198684;Alta;6;2;04/06/2022;07/04/2023;24/04/2023;29/04/2023;329
SDATOOL-1710;RIC;Baja;151916;Media;9;2;03/02/2021;11/11/2021;03/12/2021;12/12/2021;312
SDATOOL-4971;CCS;Media;272423;Alta;5;3;05/03/2024;09/02/2025;18/02/2025;22/02/2025;354
SDATOOL-4076;GRM;Media;214408;Alta;2;3;07/03/2024;18/01/2025;12/02/2025;22/02/2025;352
SDATOOL-2400;ENG;Media;161114;Media;4;3;21/12/2022;12/09/2023;04/10/2023;12/10/2023;295
SDATOOL-1341;GRM;Alta;228193;Alta;2;3;16/10/2024;23/08/2025;01/09/2025;06/09/2025;325
SDATOOL-6588;GRM;Baja;42165;Baja;1;2;27/01/2025;26/07/2025;13/08/2025;16/08/2025;201
SDATOOL-7629;ENG;Media;138677;Baja;10;3;07/01/2021;25/11/2021;24/12/2021;30/12/2021;357
SDATOOL-5674;CCS;Alta;178822;Alta;4;2;15/06/2025;26/02/2026;14/03/2026;21/03/2026;279
SDATOOL-8001;CIB;Media;285251;Media;10;4;29/06/2022;26/09/2023;17/10/2023;25/10/2023;483
SDATOOL-4152;ENG;Alta;51433;Media;3;1;10/10/2020;31/03/2021;28/04/2021;06/05/2021;208
SDATOOL-3183;RCS;Alta;372765;Alta;10;3;21/05/2024;06/06/2025;04/07/2025;07/07/2025;412
SDATOOL-4178;RCS;Alta;110625;Media;4;2;25/11/2023;26/06/2024;06/07/2024;15/07/2024;233
SDATOOL-5744;GRM;Media;71036;Baja;6;2;10/06/2025;06/02/2026;27/02/2026;01/03/2026;264
SDATOOL-9156;ENG;Baja;87881;Baja;2;3;19/08/2019;27/04/2020;14/05/2020;20/05/2020;275
SDATOOL-7098;GRM;Alta;35566;Media;3;1;12/11/2023;26/04/2024;17/05/2024;23/05/2024;193
SDATOOL-1485;ENG;Media;80175;Media;2;2;06/08/2019;10/02/2020;08/03/2020;14/03/2020;221
SDATOOL-2662;FIN;Media;137576;Media;1;3;17/04/2021;17/01/2022;31/01/2022;05/02/2022;294
SDATOOL-2221;T&C;Alta;159537;Baja;7;4;24/12/2019;10/03/2021;24/03/2021;27/03/2021;459
SDATOOL-9200;GRM;Baja;205624;Media;8;3;15/07/2021;27/06/2022;06/07/2022;11/07/2022;361
SDATOOL-3360;ENG;Alta;140155;Media;7;2;03/04/2019;16/01/2020;10/02/2020;13/02/2020;316
SDATOOL-9111;GRM;Baja;145156;Media;10;2;27/08/2025;22/05/2026;11/06/2026;17/06/2026;294
SDATOOL-8779;RIC;Baja;93107;Alta;5;1;20/12/2023;10/04/2024;01/05/2024;04/05/2024;136
SDATOOL-2963;T&C;Alta;506119;Alta;10;4;02/07/2019;02/10/2020;27/10/2020;05/11/2020;492
SDATOOL-6560;RIC;Baja;117970;Alta;8;1;25/09/2020;04/04/2021;26/04/2021;06/05/2021;223
SDATOOL-7810;FIN;Baja;200159;Alta;5;2;02/01/2022;13/07/2022;08/08/2022;16/08/2022;226
SDATOOL-1635;RCS;Media;115033;Media;4;2;23/12/2023;29/06/2024;19/07/2024;23/07/2024;213
SDATOOL-7481;GRM;Media;242891;Alta;9;2;10/04/2020;08/01/2021;22/01/2021;26/01/2021;291
SDATOOL-8758;FIN;Media;122156;Baja;6;3;31/07/2021;25/05/2022;16/06/2022;22/06/2022;326
SDATOOL-4032;ENG;Baja;128398;Media;8;2;04/01/2022;11/10/2022;24/10/2022;02/11/2022;302
SDATOOL-2636;GRM;Alta;36748;Media;3;1;09/08/2025;07/12/2025;25/12/2025;04/01/2026;148
SDATOOL-1136;CIB;Alta;141301;Media;9;2;04/07/2025;19/04/2026;01/05/2026;10/05/2026;310
SDATOOL-5957;RIC;Baja;231076;Media;10;3;29/08/2021;06/10/2022;13/10/2022;22/10/2022;419
SDATOOL-6221;FIN;Media;86606;Alta;3;1;04/04/2025;30/08/2025;17/09/2025;24/09/2025;173
SDATOOL-2572;RIC;Media;354846;Alta;9;3;18/04/2024;06/04/2025;30/04/2025;07/05/2025;384
SDATOOL-1268;ENG;Baja;177355;Media;6;3;14/03/2024;28/02/2025;25/03/2025;26/03/2025;377
SDATOOL-6809;FIN;Media;64044;Baja;1;2;09/03/2025;26/07/2025;23/08/2025;30/08/2025;174
SDATOOL-8464;ENG;Media;80874;Baja;5;2;17/11/2023;04/06/2024;13/06/2024;19/06/2024;215
SDATOOL-3549;FIN;Media;381511;Alta;10;3;05/06/2019;19/05/2020;16/06/2020;18/06/2020;379
SDATOOL-3174;RCS;Media;208445;Media;3;4;23/06/2022;05/07/2023;21/07/2023;27/07/2023;399
SDATOOL-3535;RCS;Alta;129356;Media;1;3;25/02/2023;27/10/2023;10/11/2023;15/11/2023;263
SDATOOL-2319;ENG;Baja;86856;Baja;7;2;29/11/2022;07/08/2023;14/08/2023;15/08/2023;259
SDATOOL-1111;ENG;Alta;70403;Media;5;1;15/05/2021;25/09/2021;22/10/2021;28/10/2021;166
SDATOOL-6130;ENG;Media;146554;Media;9;2;18/03/2019;25/12/2019;18/01/2020;25/01/2020;313
SDATOOL-3801;CIB;Media;214831;Alta;7;2;18/03/2019;30/01/2020;15/02/2020;20/02/2020;339
SDATOOL-3123;RCS;Media;59414;Baja;1;2;19/12/2023;19/06/2024;29/06/2024;30/06/2024;194
SDATOOL-2163;T&C;Media;262220;Alta;10;2;31/12/2021;08/11/2022;15/11/2022;22/11/2022;326
SDATOOL-9256;FIN;Baja;69813;Baja;2;2;20/08/2022;18/01/2023;01/02/2023;05/02/2023;169
SDATOOL-3895;T&C;Alta;299580;Alta;6;3;04/06/2021;29/04/2022;23/05/2022;26/05/2022;356
SDATOOL-7040;T&C;Media;277770;Media;8;4;11/06/2021;20/08/2022;18/09/2022;21/09/2022;467
SDATOOL-8427;FIN;Alta;213238;Media;9;3;30/01/2019;19/01/2020;16/02/2020;22/02/2020;388
SDATOOL-3800;FIN;Media;309840;Alta;7;3;21/02/2021;03/03/2022;14/03/2022;20/03/2022;392
SDATOOL-3986;RIC;Media;64597;Media;7;1;26/07/2021;30/01/2022;15/02/2022;24/02/2022;213
SDATOOL-6844;RIC;Media;355592;Alta;9;3;22/08/2021;07/10/2022;16/10/2022;21/10/2022;425
SDATOOL-4888;FIN;Media;345074;Alta;8;3;13/06/2023;22/05/2024;09/06/2024;18/06/2024;371
SDATOOL-7970;RCS;Media;410262;Alta;7;4;15/08/2022;12/01/2024;31/01/2024;09/02/2024;543
SDATOOL-1794;ENG;Media;305232;Alta;7;3;29/04/2024;27/07/2025;03/08/2025;13/08/2025;471
SDATOOL-4343;GRM;Media;235717;Media;6;4;05/10/2024;30/10/2025;21/11/2025;29/11/2025;420
SDATOOL-8718;CIB;Alta;93166;Media;3;2;24/09/2022;05/05/2023;15/05/2023;21/05/2023;239
SDATOOL-2195;CCS;Media;122237;Media;5;2;14/03/2020;26/08/2020;23/09/2020;25/09/2020;195
SDATOOL-9658;T&C;Media;252740;Alta;3;3;20/09/2024;01/07/2025;25/07/2025;29/07/2025;312
SDATOOL-9332;T&C;Media;306980;Alta;2;4;22/12/2023;28/02/2025;13/03/2025;15/03/2025;449
SDATOOL-9788;ENG;Media;46961;Media;3;1;17/09/2019;06/12/2019;03/01/2020;07/01/2020;112
SDATOOL-8381;FIN;Alta;132585;Alta;9;1;22/12/2019;04/10/2020;19/10/2020;24/10/2020;307
SDATOOL-4088;FIN;Baja;155132;Media;5;3;15/12/2020;27/09/2021;11/10/2021;21/10/2021;310
SDATOOL-9807;RCS;Media;38765;Media;2;1;05/04/2024;30/05/2024;25/06/2024;03/07/2024;89
SDATOOL-3835;GRM;Media;190942;Media;7;3;15/04/2020;05/03/2021;23/03/2021;30/03/2021;349
SDATOOL-2129;GRM;Media;266202;Alta;4;3;03/12/2022;18/09/2023;08/10/2023;12/10/2023;313
SDATOOL-6401;ENG;Media;122833;Media;8;2;24/06/2020;19/02/2021;01/03/2021;06/03/2021;255
SDATOOL-8561;ENG;Media;152803;Media;1;4;15/05/2021;05/06/2022;16/06/2022;17/06/2022;398
SDATOOL-8455;T&C;Alta;109451;Media;6;2;03/09/2024;06/07/2025;29/07/2025;30/07/2025;330
SDATOOL-3014;CIB;Alta;213853;Media;9;3;16/01/2024;25/12/2024;08/01/2025;14/01/2025;364
SDATOOL-4469;T&C;Alta;137818;Alta;1;2;25/01/2021;10/11/2021;09/12/2021;17/12/2021;326
SDATOOL-8472;ENG;Alta;19344;Baja;3;1;25/07/2023;22/10/2023;20/11/2023;25/11/2023;123
SDATOOL-4242;RCS;Media;111746;Media;3;2;15/12/2021;18/06/2022;11/07/2022;15/07/2022;212
SDATOOL-3301;RCS;Alta;117869;Media;7;2;10/07/2023;08/03/2024;21/03/2024;23/03/2024;257
SDATOOL-8930;GRM;Alta;245028;Media;7;4;16/01/2022;25/03/2023;23/04/2023;28/04/2023;467
SDATOOL-2820;FIN;Baja;119247;Baja;6;3;12/11/2022;11/10/2023;02/11/2023;08/11/2023;361
SDATOOL-7535;GRM;Alta;107193;Media;4;2;25/10/2022;05/07/2023;27/07/2023;28/07/2023;276
SDATOOL-8619;T&C;Media;252906;Alta;10;2;10/05/2022;31/01/2023;13/02/2023;16/02/2023;282
SDATOOL-8554;CCS;Baja;304499;Alta;6;3;25/05/2019;24/04/2020;16/05/2020;19/05/2020;360
SDATOOL-9287;ENG;Media;143122;Alta;1;2;10/09/2019;09/04/2020;27/04/2020;29/04/2020;232
SDATOOL-2654;T&C;Alta;95988;Alta;6;1;20/07/2022;02/03/2023;20/03/2023;24/03/2023;247
SDATOOL-7835;ENG;Media;131023;Media;7;2;03/04/2025;22/11/2025;29/11/2025;05/12/2025;246
SDATOOL-6661;RIC;Baja;64451;Baja;2;2;05/08/2022;30/12/2022;06/01/2023;14/01/2023;162
SDATOOL-3853;GRM;Media;206079;Alta;7;2;17/06/2021;12/02/2022;06/03/2022;14/03/2022;270
SDATOOL-3166;T&C;Alta;77517;Baja;2;3;01/05/2024;03/01/2025;23/01/2025;27/01/2025;271
SDATOOL-2787;ENG;Media;186470;Media;6;3;11/06/2024;04/07/2025;18/07/2025;20/07/2025;404
SDATOOL-8130;GRM;Media;476792;Alta;9;4;30/06/2020;08/12/2021;19/12/2021;25/12/2021;543
SDATOOL-2139;CIB;Media;86151;Media;2;2;20/06/2021;22/01/2022;01/02/2022;10/02/2022;235
SDATOOL-4336;FIN;Alta;115235;Media;4;2;27/06/2022;04/03/2023;16/03/2023;18/03/2023;264
SDATOOL-7918;FIN;Media;134516;Media;1;3;09/07/2021;18/03/2022;06/04/2022;11/04/2022;276
SDATOOL-9829;CCS;Alta;133302;Alta;1;2;14/08/2024;19/04/2025;05/05/2025;15/05/2025;274
SDATOOL-7503;RIC;Baja;56726;Baja;4;2;07/11/2020;26/04/2021;23/05/2021;24/05/2021;198
SDATOOL-4905;GRM;Alta;261215;Alta;4;3;21/10/2021;09/08/2022;27/08/2022;06/09/2022;320
SDATOOL-7730;GRM;Alta;160840;Alta;4;2;29/11/2024;22/08/2025;08/09/2025;14/09/2025;289
SDATOOL-6940;CCS;Baja;130032;Media;2;3;26/07/2025;20/04/2026;18/05/2026;19/05/2026;297
SDATOOL-1664;FIN;Media;222191;Media;10;3;05/01/2023;07/03/2024;24/03/2024;31/03/2024;451
SDATOOL-9777;FIN;Media;127827;Alta;1;2;18/06/2025;23/01/2026;11/02/2026;14/02/2026;241
SDATOOL-7071;CCS;Alta;137378;Media;7;2;09/02/2020;03/10/2020;01/11/2020;02/11/2020;267
SDATOOL-4849;CIB;Baja;255558;Alta;4;3;01/07/2025;08/06/2026;05/07/2026;08/07/2026;372
SDATOOL-8699;FIN;Baja;73282;Baja;1;3;01/03/2020;14/11/2020;09/12/2020;10/12/2020;284
SDATOOL-4777;ENG;Baja;183041;Media;7;3;19/07/2022;29/07/2023;08/08/2023;14/08/2023;391
SDATOOL-2750;ENG;Media;318521;Alta;7;3;14/12/2021;19/12/2022;02/01/2023;08/01/2023;390
SDATOOL-5549;RCS;Alta;308657;Alta;6;3;23/07/2024;03/07/2025;23/07/2025;30/07/2025;372
SDATOOL-5962;FIN;Media;37796;Media;1;1;19/06/2023;02/11/2023;16/11/2023;20/11/2023;154
SDATOOL-8603;FIN;Media;104389;Media;5;2;08/02/2022;04/08/2022;13/08/2022;23/08/2022;196
SDATOOL-7926;RCS;Media;81056;Alta;1;1;22/07/2025;22/11/2025;03/12/2025;13/12/2025;144
SDATOOL-2292;RCS;Media;112978;Media;7;2;02/10/2020;06/06/2021;26/06/2021;03/07/2021;274
SDATOOL-4001;FIN;Media;41694;Media;3;1;21/01/2024;23/04/2024;02/05/2024;03/05/2024;103
SDATOOL-3106;RIC;Media;40665;Baja;7;1;30/12/2021;02/05/2022;29/05/2022;08/06/2022;160
SDATOOL-1605;FIN;Alta;177566;Media;2;4;31/07/2024;18/07/2025;04/08/2025;12/08/2025;377
SDATOOL-8504;CCS;Media;284665;Media;9;4;24/07/2024;05/08/2025;02/09/2025;12/09/2025;415
SDATOOL-1306;FIN;Media;99867;Baja;7;2;17/11/2023;25/06/2024;18/07/2024;22/07/2024;248
SDATOOL-8080;GRM;Baja;151662;Media;3;3;28/01/2025;15/11/2025;11/12/2025;12/12/2025;318
SDATOOL-2426;T&C;Media;55759;Media;4;1;11/07/2025;19/10/2025;15/11/2025;21/11/2025;133
SDATOOL-6170;FIN;Alta;72099;Media;7;1;29/11/2020;11/05/2021;06/06/2021;16/06/2021;199
SDATOOL-6163;ENG;Alta;306204;Alta;6;3;07/11/2024;18/12/2025;27/12/2025;01/01/2026;420
SDATOOL-5784;ENG;Media;100691;Media;3;2;11/01/2024;27/06/2024;11/07/2024;14/07/2024;185
SDATOOL-9547;RCS;Media;104565;Baja;3;3;14/08/2023;04/04/2024;28/04/2024;02/05/2024;262
SDATOOL-9580;ENG;Media;361973;Alta;10;3;09/01/2024;15/03/2025;27/03/2025;03/04/2025;450
SDATOOL-8075;GRM;Baja;271467;Alta;5;3;30/12/2025;20/10/2026;30/10/2026;08/11/2026;313
SDATOOL-5952;FIN;Media;274882;Alta;5;3;06/04/2020;12/03/2021;23/03/2021;24/03/2021;352
SDATOOL-5556;RIC;Baja;215565;Alta;7;2;23/02/2025;28/10/2025;08/11/2025;14/11/2025;264
SDATOOL-7615;RCS;Baja;97541;Media;2;2;15/09/2021;29/03/2022;24/04/2022;02/05/2022;229
SDATOOL-5187;RIC;Media;191236;Media;7;3;09/02/2025;04/02/2026;01/03/2026;05/03/2026;389
