Código de proyecto;Área;Prioridad;Presupuesto;Complejidad técnica;Número de dependencias asociadas;Time to market teórico en Q's;Fecha de inicio de ejecución;Fecha fin de ejecución;Fecha pase a producción;Fecha de uso por el personal;Time to market
SDATOOL-5932;ENG;Media;146521;Media;8;2;25/10/2023;04/07/2024;25/07/2024;31/07/2024;279
SDATOOL-6401;FIN;Media;288095;Alta;6;3;04/01/2023;22/12/2023;16/01/2024;21/01/2024;381
SDATOOL-4443;ENG;Alta;215368;Alta;2;3;01/07/2024;15/07/2025;06/08/2025;07/08/2025;401
SDATOOL-2907;ENG;Media;308769;Media;10;4;01/01/2019;13/06/2019;07/07/2019;11/07/2019;191
SDATOOL-2260;FIN;Media;128111;Media;2;3;09/06/2020;14/03/2021;03/04/2021;09/04/2021;303
SDATOOL-6074;CCS;Media;67276;Media;10;1;12/07/2024;28/01/2025;07/02/2025;10/02/2025;212
SDATOOL-4134;GRM;Media;226998;Media;10;3;01/01/2019;13/04/2019;06/05/2019;12/05/2019;131
SDATOOL-3455;CCS;Baja;158338;Baja;6;4;25/12/2023;14/01/2025;01/02/2025;06/02/2025;409
SDATOOL-5668;CCS;Baja;272048;Media;8;4;30/09/2021;17/11/2022;10/12/2022;18/12/2022;444
SDATOOL-1454;ENG;Alta;197399;Media;8;3;09/05/2023;15/03/2024;26/03/2024;31/03/2024;326
SDATOOL-4814;T&C;Media;269810;Alta;4;3;21/03/2024;12/02/2025;22/02/2025;01/03/2025;344
SDATOOL-1839;CCS;Media;218944;Alta;8;2;18/11/2024;20/07/2025;15/08/2025;20/08/2025;274
SDATOOL-9161;GRM;Media;143014;Baja;8;3;02/02/2024;20/12/2024;10/01/2025;11/01/2025;343
SDATOOL-8944;ENG;Alta;122649;Media;6;2;01/05/2020;27/03/2021;16/04/2021;26/04/2021;359
SDATOOL-9933;FIN;Media;226633;Alta;2;3;07/10/2022;06/09/2023;13/09/2023;22/09/2023;349
SDATOOL-5844;FIN;Media;195826;Media;8;3;13/04/2021;22/05/2022;05/06/2022;08/06/2022;420
SDATOOL-1516;RCS;Alta;192609;Media;6;3;31/03/2022;15/01/2023;11/02/2023;19/02/2023;324
SDATOOL-1722;FIN;Media;68388;Media;9;1;24/06/2021;23/12/2021;08/01/2022;10/01/2022;199
SDATOOL-8672;FIN;Alta;243386;Media;7;4;17/05/2023;07/07/2024;19/07/2024;23/07/2024;433
SDATOOL-3839;ENG;Media;82522;Media;1;2;27/08/2021;21/01/2022;16/02/2022;23/02/2022;179
SDATOOL-4438;CIB;Media;326094;Alta;8;3;21/12/2020;24/01/2022;13/02/2022;22/02/2022;427
SDATOOL-1258;FIN;Media;200663;Alta;7;2;09/09/2019;21/07/2020;18/08/2020;19/08/2020;344
SDATOOL-6693;FIN;Media;100346;Media;4;2;28/08/2023;09/03/2024;25/03/2024;03/04/2024;218
SDATOOL-8761;ENG;Media;125667;Media;6;2;18/07/2019;29/03/2020;11/04/2020;15/04/2020;271
SDATOOL-5541;GRM;Alta;438591;Alta;8;4;04/09/2020;01/12/2021;13/12/2021;23/12/2021;475
SDATOOL-1032;FIN;Media;45241;Media;4;1;15/09/2021;10/12/2021;28/12/2021;31/12/2021;106
SDATOOL-5151;CIB;Media;91249;Media;3;2;14/02/2023;13/09/2023;06/10/2023;08/10/2023;235
SDATOOL-6671;RCS;Media;361576;Alta;10;3;19/12/2021;25/02/2023;15/03/2023;23/03/2023;458
SDATOOL-8914;RCS;Alta;70836;Baja;3;2;01/01/2019;06/03/2019;21/03/2019;22/03/2019;80
SDATOOL-6489;CCS;Alta;177996;Alta;5;2;18/06/2023;17/02/2024;17/03/2024;19/03/2024;274
SDATOOL-7356;FIN;Alta;201921;Alta;5;2;05/12/2021;26/07/2022;24/08/2022;28/08/2022;265
SDATOOL-3379;GRM;Baja;68587;Media;1;2;28/01/2025;09/08/2025;21/08/2025;24/08/2025;207
SDATOOL-5360;RIC;Media;209664;Media;3;4;27/02/2019;29/02/2020;29/03/2020;06/04/2020;404
SDATOOL-4348;RCS;Alta;100134;Baja;1;4;23/07/2019;06/07/2020;20/07/2020;22/07/2020;365
SDATOOL-3728;RCS;Media;199166;Alta;6;2;01/01/2019;29/01/2019;17/02/2019;20/02/2019;50
SDATOOL-6536;CIB;Media;80192;Alta;5;1;05/03/2021;20/07/2021;28/07/2021;05/08/2021;152
SDATOOL-9964;CCS;Alta;176506;Alta;5;2;03/12/2019;18/07/2020;29/07/2020;06/08/2020;246
SDATOOL-7818;CIB;Baja;232483;Alta;9;2;01/01/2019;30/09/2019;22/10/2019;29/10/2019;301
SDATOOL-8267;CIB;Media;114739;Media;1;3;30/09/2023;30/06/2024;23/07/2024;29/07/2024;302
SDATOOL-5139;ENG;Baja;153134;Baja;9;3;02/03/2020;04/03/2021;13/03/2021;21/03/2021;383
SDATOOL-9424;ENG;Alta;78705;Baja;5;2;01/06/2022;31/12/2022;21/01/2023;24/01/2023;236
SDATOOL-2725;ENG;Baja;121822;Media;2;3;06/11/2024;24/07/2025;22/08/2025;25/08/2025;291
SDATOOL-4326;GRM;Media;192277;Alta;6;2;15/04/2023;20/12/2023;08/01/2024;17/01/2024;276
SDATOOL-4017;CIB;Media;118448;Media;6;2;02/10/2019;06/05/2020;22/05/2020;25/05/2020;235
SDATOOL-4543;RIC;Media;68092;Media;1;2;24/04/2021;08/11/2021;16/11/2021;18/11/2021;207
SDATOOL-1353;GRM;Media;54072;Baja;1;2;24/08/2021;21/02/2022;06/03/2022;07/03/2022;194
SDATOOL-6812;RIC;Media;113896;Media;4;2;11/08/2021;29/01/2022;08/02/2022;12/02/2022;184
SDATOOL-5633;RCS;Media;101569;Media;5;2;18/07/2023;08/01/2024;06/02/2024;15/02/2024;211
SDATOOL-6700;T&C;Alta;148708;Media;4;3;05/06/2021;24/02/2022;12/03/2022;21/03/2022;288
SDATOOL-8217;CCS;Media;183892;Alta;4;2;19/07/2022;05/04/2023;18/04/2023;26/04/2023;280
SDATOOL-1860;FIN;Media;187794;Media;6;3;29/12/2020;10/11/2021;27/11/2021;03/12/2021;338
SDATOOL-3668;T&C;Media;98769;Alta;5;1;17/12/2019;02/05/2020;11/05/2020;13/05/2020;147
SDATOOL-1465;RCS;Alta;212916;Media;8;3;11/04/2023;11/04/2024;08/05/2024;09/05/2024;393
SDATOOL-9129;GRM;Media;55897;Baja;7;1;26/08/2020;02/12/2020;28/12/2020;01/01/2021;127
SDATOOL-3875;FIN;Media;497868;Alta;10;4;01/01/2019;27/03/2020;09/04/2020;14/04/2020;469
SDATOOL-7936;ENG;Media;205278;Media;8;3;10/09/2019;28/09/2020;12/10/2020;15/10/2020;400
SDATOOL-2519;FIN;Media;133567;Media;9;2;14/03/2024;19/11/2024;09/12/2024;17/12/2024;277
SDATOOL-9268;CCS;Media;150527;Media;4;3;01/01/2019;14/01/2019;02/02/2019;10/02/2019;40
SDATOOL-4156;ENG;Media;222113;Media;10;3;01/01/2019;10/04/2019;26/04/2019;03/05/2019;122
SDATOOL-9265;RCS;Alta;324588;Alta;8;3;14/02/2019;27/03/2020;05/04/2020;09/04/2020;419
SDATOOL-5746;CCS;Media;168941;Media;4;3;03/11/2024;11/08/2025;04/09/2025;07/09/2025;307
SDATOOL-6359;CCS;Alta;294579;Alta;5;3;25/08/2023;23/07/2024;03/08/2024;12/08/2024;352
SDATOOL-5447;FIN;Alta;197666;Media;3;4;04/05/2023;20/04/2024;16/05/2024;17/05/2024;379
SDATOOL-8066;ENG;Baja;209239;Media;8;3;17/09/2020;01/09/2021;22/09/2021;24/09/2021;371
SDATOOL-9479;ENG;Alta;140376;Media;8;2;13/05/2019;27/04/2020;06/05/2020;12/05/2020;364
SDATOOL-9469;T&C;Media;208772;Media;8;3;03/07/2022;03/08/2023;10/08/2023;16/08/2023;408
SDATOOL-8916;RIC;Baja;153876;Media;4;3;22/08/2022;31/05/2023;15/06/2023;25/06/2023;306
SDATOOL-2868;FIN;Media;357301;Alta;9;3;25/11/2022;04/11/2023;26/11/2023;04/12/2023;373
SDATOOL-4925;RCS;Media;226093;Alta;7;2;29/11/2022;30/06/2023;12/07/2023;21/07/2023;233
SDATOOL-1599;ENG;Media;314204;Media;10;4;24/07/2019;16/11/2020;30/11/2020;01/12/2020;496
SDATOOL-5128;ENG;Media;68719;Media;9;1;11/03/2024;03/09/2024;20/09/2024;30/09/2024;202
SDATOOL-6256;RIC;Alta;58631;Media;5;1;20/02/2022;30/06/2022;19/07/2022;24/07/2022;153
SDATOOL-7120;ENG;Alta;237382;Media;5;4;06/02/2023;12/01/2024;31/01/2024;10/02/2024;369
SDATOOL-3215;FIN;Alta;251654;Alta;9;2;01/01/2019;26/01/2019;05/02/2019;09/02/2019;39
SDATOOL-8814;ENG;Media;292908;Alta;6;3;23/03/2019;06/03/2020;01/04/2020;08/04/2020;381
SDATOOL-9181;ENG;Media;461236;Alta;8;4;01/01/2019;19/08/2019;01/09/2019;11/09/2019;253
SDATOOL-8177;GRM;Alta;68076;Baja;3;2;05/11/2022;28/05/2023;14/06/2023;24/06/2023;230
SDATOOL-7825;GRM;Baja;186062;Media;6;3;06/09/2021;08/08/2022;21/08/2022;30/08/2022;357
SDATOOL-1817;FIN;Media;214837;Media;4;4;02/04/2022;26/03/2023;11/04/2023;15/04/2023;378
SDATOOL-1429;CIB;Media;145737;Alta;2;2;10/11/2020;27/07/2021;12/08/2021;19/08/2021;281
SDATOOL-8616;FIN;Media;127131;Media;5;2;13/09/2020;07/03/2021;22/03/2021;26/03/2021;193
SDATOOL-1746;T&C;Media;118848;Media;5;2;30/09/2021;08/03/2022;04/04/2022;09/04/2022;190
SDATOOL-5924;FIN;Alta;173852;Media;6;3;02/05/2024;13/03/2025;06/04/2025;13/04/2025;345
SDATOOL-7791;T&C;Baja;108902;Media;3;2;27/09/2019;15/03/2020;13/04/2020;23/04/2020;208
SDATOOL-1078;RIC;Alta;87279;Media;2;2;12/09/2022;03/05/2023;24/05/2023;26/05/2023;255
SDATOOL-4278;T&C;Media;66052;Baja;1;2;27/01/2022;12/07/2022;27/07/2022;28/07/2022;181
SDATOOL-7736;ENG;Baja;172500;Media;5;3;25/03/2020;23/01/2021;20/02/2021;21/02/2021;332
SDATOOL-7532;ENG;Media;62454;Baja;1;2;03/02/2023;15/08/2023;27/08/2023;03/09/2023;211
SDATOOL-6732;CCS;Media;127171;Media;8;2;05/09/2020;04/06/2021;19/06/2021;25/06/2021;292
SDATOOL-9565;CCS;Alta;182080;Alta;5;2;04/04/2020;09/01/2021;29/01/2021;30/01/2021;300
SDATOOL-5610;GRM;Media;156459;Baja;7;4;23/09/2023;25/10/2024;13/11/2024;22/11/2024;426
SDATOOL-1148;T&C;Alta;86795;Alta;6;1;19/09/2021;24/04/2022;22/05/2022;29/05/2022;251
SDATOOL-4300;FIN;Alta;371515;Alta;10;3;16/11/2023;16/11/2024;06/12/2024;16/12/2024;395
SDATOOL-5713;FIN;Media;236683;Media;10;3;16/11/2020;02/12/2021;28/12/2021;29/12/2021;407
SDATOOL-4939;ENG;Media;122344;Baja;8;3;18/10/2021;21/10/2022;12/11/2022;14/11/2022;391
SDATOOL-9904;T&C;Media;144689;Media;2;3;12/08/2023;18/05/2024;12/06/2024;19/06/2024;311
SDATOOL-3090;ENG;Baja;116369;Baja;6;3;22/11/2019;06/10/2020;03/11/2020;11/11/2020;354
SDATOOL-8699;ENG;Media;187041;Alta;6;2;06/12/2020;18/09/2021;14/10/2021;22/10/2021;319
SDATOOL-1455;GRM;Alta;103538;Media;5;2;01/01/2019;29/05/2019;12/06/2019;16/06/2019;166
SDATOOL-7454;FIN;Media;92790;Media;1;2;01/01/2019;29/05/2019;26/06/2019;03/07/2019;183
SDATOOL-4417;GRM;Media;156437;Media;10;2;04/07/2022;28/05/2023;09/06/2023;16/06/2023;346
SDATOOL-2722;FIN;Media;145590;Media;8;2;21/04/2019;03/02/2020;23/02/2020;04/03/2020;317
SDATOOL-2044;ENG;Media;360967;Alta;9;3;01/01/2019;03/09/2019;11/09/2019;17/09/2019;259
SDATOOL-1365;RIC;Alta;74462;Media;7;1;01/05/2020;14/01/2021;01/02/2021;06/02/2021;280
SDATOOL-2721;FIN;Media;127576;Media;2;3;26/01/2024;23/11/2024;15/12/2024;17/12/2024;325
SDATOOL-8602;ENG;Alta;141130;Alta;1;2;16/12/2021;14/08/2022;27/08/2022;30/08/2022;256
SDATOOL-9789;FIN;Baja;168354;Alta;4;2;14/02/2019;23/09/2019;15/10/2019;22/10/2019;249
SDATOOL-8835;ENG;Alta;205010;Alta;7;2;24/01/2021;08/02/2022;16/02/2022;17/02/2022;388
SDATOOL-8229;ENG;Media;34374;Media;2;1;05/11/2019;06/02/2020;28/02/2020;08/03/2020;123
SDATOOL-1360;RCS;Media;92211;Media;4;2;29/07/2019;16/02/2020;24/02/2020;03/03/2020;217
SDATOOL-1615;CIB;Alta;134359;Baja;7;3;20/03/2022;21/02/2023;18/03/2023;25/03/2023;369
SDATOOL-1318;FIN;Alta;89903;Media;2;2;01/01/2019;16/06/2019;28/06/2019;30/06/2019;180
SDATOOL-1760;ENG;Baja;81518;Alta;4;1;28/09/2020;05/01/2021;29/01/2021;04/02/2021;128
SDATOOL-3436;T&C;Media;210496;Media;9;3;01/01/2019;28/03/2019;21/04/2019;28/04/2019;117
SDATOOL-4341;ENG;Media;233164;Media;10;3;18/06/2023;22/06/2024;19/07/2024;21/07/2024;398
SDATOOL-3988;CCS;Media;35662;Media;2;1;10/02/2025;17/04/2025;10/05/2025;13/05/2025;91
SDATOOL-2641;T&C;Alta;146597;Media;8;2;06/08/2022;06/05/2023;04/06/2023;09/06/2023;306
SDATOOL-9738;CIB;Baja;77344;Media;2;2;17/10/2022;06/05/2023;25/05/2023;02/06/2023;227
SDATOOL-9275;FIN;Media;118711;Alta;9;1;03/07/2021;22/01/2022;31/01/2022;05/02/2022;216
SDATOOL-8059;RCS;Alta;66864;Media;6;1;20/05/2024;10/12/2024;03/01/2025;12/01/2025;236
SDATOOL-3462;ENG;Baja;205410;Media;9;3;04/06/2024;16/06/2025;13/07/2025;19/07/2025;409
SDATOOL-4018;ENG;Media;241509;Media;7;4;27/10/2021;14/03/2023;30/03/2023;02/04/2023;522
SDATOOL-7870;FIN;Media;148363;Baja;10;3;02/05/2019;16/03/2020;23/03/2020;24/03/2020;326
SDATOOL-9646;T&C;Media;96742;Alta;6;1;15/02/2022;28/09/2022;10/10/2022;11/10/2022;237
SDATOOL-5935;GRM;Alta;213923;Alta;1;3;03/09/2023;17/06/2024;02/07/2024;07/07/2024;307
SDATOOL-1809;RIC;Alta;216507;Media;8;3;30/12/2019;27/12/2020;13/01/2021;23/01/2021;389
SDATOOL-7711;GRM;Media;176512;Media;6;3;10/09/2024;07/09/2025;18/09/2025;24/09/2025;378
SDATOOL-3137;ENG;Media;134271;Media;8;2;10/08/2024;23/04/2025;05/05/2025;13/05/2025;275
SDATOOL-4497;ENG;Media;97787;Alta;7;1;31/12/2021;21/07/2022;09/08/2022;16/08/2022;227
SDATOOL-6140;FIN;Media;91930;Media;2;2;19/02/2019;22/09/2019;30/09/2019;04/10/2019;226
SDATOOL-7424;RCS;Baja;312074;Alta;7;3;28/06/2022;15/08/2023;06/09/2023;09/09/2023;437
SDATOOL-8274;FIN;Baja;72055;Baja;2;2;28/01/2023;13/07/2023;06/08/2023;10/08/2023;193
SDATOOL-8709;CIB;Media;66941;Alta;2;1;31/10/2023;18/03/2024;09/04/2024;16/04/2024;167
SDATOOL-7887;RCS;Media;136572;Baja;10;3;08/08/2019;25/07/2020;06/08/2020;08/08/2020;365
SDATOOL-5854;T&C;Alta;214653;Alta;6;2;31/08/2022;05/08/2023;15/08/2023;18/08/2023;351
SDATOOL-2318;T&C;Baja;225376;Alta;8;2;31/03/2020;28/12/2020;10/01/2021;16/01/2021;290
SDATOOL-3630;RCS;Media;119305;Alta;9;1;04/07/2022;20/02/2023;28/02/2023;01/03/2023;239
SDATOOL-2141;CCS;Alta;213870;Alta;8;2;21/07/2022;24/07/2023;04/08/2023;14/08/2023;388
SDATOOL-5119;RCS;Alta;314509;Media;10;4;08/11/2022;17/01/2024;13/02/2024;18/02/2024;467
SDATOOL-6499;CCS;Baja;124870;Media;1;3;01/01/2019;09/07/2019;25/07/2019;01/08/2019;212
SDATOOL-7333;CCS;Alta;174121;Media;2;4;01/01/2019;30/07/2019;27/08/2019;29/08/2019;240
SDATOOL-8431;RCS;Media;272744;Alta;5;3;07/09/2021;15/07/2022;28/07/2022;29/07/2022;324
SDATOOL-4453;RCS;Baja;157900;Media;10;2;21/07/2022;16/04/2023;26/04/2023;05/05/2023;287
SDATOOL-8006;T&C;Media;285630;Alta;2;4;12/03/2022;03/04/2023;22/04/2023;29/04/2023;413
SDATOOL-4651;FIN;Media;272195;Media;8;4;27/06/2024;02/08/2025;13/08/2025;22/08/2025;421
SDATOOL-9334;FIN;Media;66689;Media;7;1;01/01/2019;11/03/2019;29/03/2019;08/04/2019;97
SDATOOL-2184;FIN;Media;164276;Baja;10;3;01/01/2022;05/11/2022;14/11/2022;21/11/2022;323
SDATOOL-5706;FIN;Alta;233828;Alta;8;2;14/03/2021;10/01/2022;30/01/2022;07/02/2022;329
SDATOOL-9810;T&C;Alta;60650;Media;5;1;15/11/2024;26/04/2025;06/05/2025;08/05/2025;173
SDATOOL-5843;RIC;Media;468199;Alta;9;4;04/10/2023;10/12/2024;31/12/2024;01/01/2025;455
SDATOOL-5545;CCS;Alta;89228;Baja;7;2;19/04/2021;01/01/2022;26/01/2022;04/02/2022;290
SDATOOL-7749;CCS;Media;114256;Media;6;2;04/08/2020;27/03/2021;10/04/2021;18/04/2021;256
SDATOOL-9038;ENG;Media;245944;Alta;9;2;12/07/2020;17/06/2021;03/07/2021;09/07/2021;361
SDATOOL-1828;CCS;Alta;87498;Baja;1;3;27/11/2022;28/07/2023;15/08/2023;20/08/2023;265
SDATOOL-2960;RCS;Media;112947;Media;4;2;01/01/2019;25/02/2019;16/03/2019;20/03/2019;78
SDATOOL-7092;RIC;Media;68372;Media;1;2;06/02/2022;23/08/2022;01/09/2022;07/09/2022;212
SDATOOL-5873;RIC;Media;151387;Baja;10;3;02/05/2024;17/02/2025;11/03/2025;14/03/2025;315
SDATOOL-1766;RIC;Media;234366;Media;10;3;17/11/2020;20/11/2021;06/12/2021;08/12/2021;385
SDATOOL-3046;CIB;Media;133473;Media;2;3;09/01/2023;15/11/2023;27/11/2023;01/12/2023;325
SDATOOL-9869;FIN;Baja;100662;Media;5;2;25/11/2022;10/05/2023;26/05/2023;04/06/2023;190
SDATOOL-2330;RIC;Baja;232710;Alta;9;2;30/01/2020;20/12/2020;18/01/2021;22/01/2021;357
SDATOOL-3552;FIN;Alta;47211;Media;1;1;01/01/2019;14/01/2019;01/02/2019;10/02/2019;40
SDATOOL-3909;CIB;Media;114312;Baja;7;3;16/05/2022;28/04/2023;06/05/2023;14/05/2023;362
SDATOOL-3001;RIC;Alta;176030;Media;6;3;07/02/2019;10/01/2020;23/01/2020;25/01/2020;351
SDATOOL-2060;T&C;Alta;172047;Media;6;3;01/01/2019;21/06/2019;20/07/2019;29/07/2019;209
SDATOOL-1847;T&C;Media;328236;Alta;3;4;20/06/2020;27/08/2021;11/09/2021;19/09/2021;456
SDATOOL-7751;ENG;Baja;58556;Baja;1;2;21/02/2020;07/09/2020;24/09/2020;04/10/2020;225
SDATOOL-1146;FIN;Media;351563;Alta;9;3;24/10/2020;17/12/2021;07/01/2022;10/01/2022;442
SDATOOL-6194;ENG;Baja;103924;Baja;10;2;10/09/2020;24/05/2021;12/06/2021;15/06/2021;277
SDATOOL-6176;RIC;Alta;32918;Media;1;1;22/11/2023;24/04/2024;04/05/2024;10/05/2024;169
SDATOOL-8472;FIN;Media;232687;Alta;3;3;20/08/2023;18/07/2024;08/08/2024;17/08/2024;362
SDATOOL-5938;ENG;Alta;59869;Media;5;1;21/05/2020;13/09/2020;25/09/2020;03/10/2020;134
SDATOOL-1562;T&C;Baja;171231;Media;6;3;14/01/2021;22/11/2021;13/12/2021;17/12/2021;336
SDATOOL-8765;ENG;Alta;154857;Alta;3;2;29/08/2020;05/06/2021;20/06/2021;28/06/2021;302
SDATOOL-2153;RIC;Alta;92386;Alta;5;1;28/07/2020;28/01/2021;11/02/2021;15/02/2021;201
SDATOOL-9887;RCS;Media;219286;Media;5;4;06/01/2021;09/01/2022;24/01/2022;29/01/2022;388
SDATOOL-9928;CCS;Alta;50115;Media;6;1;25/07/2020;08/01/2021;27/01/2021;02/02/2021;191
SDATOOL-8693;RIC;Baja;164212;Media;4;3;07/05/2023;22/02/2024;01/03/2024;03/03/2024;300
SDATOOL-3442;ENG;Media;89063;Baja;8;2;15/05/2024;09/02/2025;20/02/2025;22/02/2025;282
SDATOOL-2985;RCS;Baja;88159;Baja;10;2;24/02/2021;25/11/2021;05/12/2021;11/12/2021;289
SDATOOL-7628;GRM;Media;74141;Alta;3;1;02/05/2024;01/09/2024;27/09/2024;04/10/2024;154
SDATOOL-3673;FIN;Baja;93182;Alta;7;1;14/04/2023;10/10/2023;01/11/2023;05/11/2023;204
SDATOOL-2251;ENG;Alta;186800;Media;6;3;01/01/2019;17/08/2019;25/08/2019;29/08/2019;240
SDATOOL-5792;FIN;Media;257133;Alta;10;2;21/10/2021;30/07/2022;13/08/2022;17/08/2022;299
SDATOOL-3946;T&C;Alta;182900;Alta;5;2;30/11/2022;24/08/2023;10/09/2023;19/09/2023;292
SDATOOL-7127;RCS;Alta;320634;Alta;3;4;20/05/2021;05/07/2022;22/07/2022;26/07/2022;432
SDATOOL-2454;ENG;Media;323683;Alta;8;3;19/01/2020;10/03/2021;27/03/2021;02/04/2021;438
SDATOOL-6121;GRM;Baja;166241;Media;5;3;21/02/2021;30/10/2021;13/11/2021;15/11/2021;266
SDATOOL-9980;CIB;Media;157018;Media;10;2;06/10/2019;05/07/2020;26/07/2020;01/08/2020;299
SDATOOL-5341;RCS;Media;108267;Alta;9;1;14/09/2021;18/03/2022;12/04/2022;20/04/2022;217
SDATOOL-5137;RIC;Alta;60961;Baja;9;1;15/09/2023;11/05/2024;30/05/2024;01/06/2024;259
SDATOOL-8270;GRM;Baja;239934;Alta;3;3;06/12/2019;02/10/2020;25/10/2020;26/10/2020;324
SDATOOL-5303;ENG;Baja;143271;Baja;8;3;21/08/2019;27/06/2020;18/07/2020;24/07/2020;337
SDATOOL-2745;CIB;Media;157781;Alta;3;2;15/02/2019;18/08/2019;02/09/2019;04/09/2019;200
SDATOOL-5577;FIN;Media;185144;Media;7;3;04/10/2024;02/09/2025;18/09/2025;23/09/2025;353
SDATOOL-3385;FIN;Alta;307870;Alta;6;3;27/07/2022;28/08/2023;14/09/2023;19/09/2023;418
SDATOOL-2737;CIB;Media;89000;Baja;6;2;23/08/2023;24/02/2024;22/03/2024;01/04/2024;221
SDATOOL-3300;T&C;Media;152329;Media;10;2;16/10/2020;20/05/2021;31/05/2021;08/06/2021;234
SDATOOL-7417;GRM;Baja;84001;Media;9;1;07/01/2025;05/08/2025;30/08/2025;02/09/2025;237
SDATOOL-1950;CCS;Alta;313041;Alta;6;3;01/01/2019;20/07/2019;18/08/2019;24/08/2019;235
SDATOOL-4040;RCS;Baja;75677;Media;2;2;02/01/2022;24/07/2022;03/08/2022;12/08/2022;221
SDATOOL-6551;RCS;Media;102901;Baja;10;2;16/10/2022;09/08/2023;16/08/2023;23/08/2023;310
SDATOOL-1713;ENG;Media;136517;Baja;9;3;01/06/2022;06/06/2023;15/06/2023;17/06/2023;380
SDATOOL-2092;GRM;Media;93647;Media;3;2;24/06/2021;03/01/2022;16/01/2022;22/01/2022;211
SDATOOL-6137;GRM;Media;69759;Media;1;2;07/12/2021;24/06/2022;02/07/2022;12/07/2022;216
SDATOOL-6219;T&C;Baja;369711;Alta;9;3;01/06/2020;20/05/2021;27/05/2021;30/05/2021;362
SDATOOL-1783;FIN;Baja;191616;Alta;5;2;21/10/2019;26/06/2020;06/07/2020;15/07/2020;267
SDATOOL-3601;CIB;Baja;175583;Alta;3;2;11/10/2020;19/05/2021;03/06/2021;11/06/2021;242
SDATOOL-4389;T&C;Alta;74705;Baja;7;2;11/07/2021;01/05/2022;10/05/2022;14/05/2022;306
SDATOOL-8598;T&C;Media;172777;Media;2;4;24/07/2020;23/07/2021;11/08/2021;19/08/2021;391
SDATOOL-9448;GRM;Media;42469;Baja;10;1;14/06/2021;24/11/2021;07/12/2021;17/12/2021;185
SDATOOL-9480;T&C;Alta;138248;Media;7;2;29/08/2022;25/05/2023;17/06/2023;22/06/2023;296
SDATOOL-9645;FIN;Media;170439;Media;5;3;11/04/2024;16/01/2025;29/01/2025;02/02/2025;296
SDATOOL-8050;FIN;Media;99974;Media;3;2;19/06/2023;07/12/2023;25/12/2023;31/12/2023;194
SDATOOL-8167;CCS;Media;136016;Media;7;2;14/06/2022;12/04/2023;20/04/2023;29/04/2023;318
SDATOOL-1476;T&C;Media;119513;Media;1;3;19/12/2019;22/09/2020;04/10/2020;10/10/2020;295
SDATOOL-5919;FIN;Media;227247;Media;5;4;22/03/2022;17/03/2023;05/04/2023;14/04/2023;388
SDATOOL-8313;GRM;Alta;36209;Baja;9;1;18/11/2021;12/06/2022;10/07/2022;17/07/2022;240
SDATOOL-1806;T&C;Baja;71484;Media;1;2;19/08/2022;24/03/2023;01/04/2023;04/04/2023;227
SDATOOL-8264;GRM;Media;112262;Media;1;3;30/04/2021;26/12/2021;23/01/2022;26/01/2022;270
SDATOOL-5163;FIN;Baja;132411;Baja;6;3;05/09/2019;12/08/2020;24/08/2020;30/08/2020;359
SDATOOL-1580;T&C;Baja;164595;Alta;4;2;02/09/2019;08/04/2020;20/04/2020;25/04/2020;235
SDATOOL-6874;CCS;Alta;223077;Media;10;3;07/06/2024;09/07/2025;27/07/2025;05/08/2025;423
SDATOOL-2560;ENG;Media;116737;Media;7;2;13/10/2019;12/05/2020;08/06/2020;11/06/2020;241
SDATOOL-2981;CCS;Media;106139;Media;5;2;05/04/2023;29/09/2023;21/10/2023;29/10/2023;206
SDATOOL-6925;CIB;Media;45591;Media;3;1;23/11/2020;10/03/2021;22/03/2021;31/03/2021;127
SDATOOL-3532;FIN;Baja;114587;Baja;7;3;22/02/2023;11/02/2024;07/03/2024;13/03/2024;384
SDATOOL-2626;CIB;Media;162769;Alta;3;2;01/01/2019;05/08/2019;22/08/2019;23/08/2019;234
SDATOOL-4352;ENG;Alta;48961;Media;2;1;18/10/2024;20/02/2025;13/03/2025;21/03/2025;153
SDATOOL-5920;CCS;Media;152338;Media;9;2;21/10/2021;01/10/2022;08/10/2022;11/10/2022;354
SDATOOL-9037;T&C;Media;345675;Alta;9;3;02/09/2019;07/12/2020;18/12/2020;25/12/2020;479
SDATOOL-4962;GRM;Alta;106420;Media;6;2;07/01/2024;16/10/2024;23/10/2024;01/11/2024;298
SDATOOL-2209;RCS;Alta;97447;Media;2;2;11/12/2023;19/07/2024;09/08/2024;16/08/2024;248
SDATOOL-7553;ENG;Alta;84610;Alta;4;1;07/04/2020;13/09/2020;30/09/2020;09/10/2020;184
SDATOOL-8377;ENG;Alta;121188;Media;6;2;17/01/2022;26/10/2022;02/11/2022;08/11/2022;294
SDATOOL-8397;GRM;Alta;65667;Media;9;1;29/10/2020;17/05/2021;02/06/2021;05/06/2021;218
SDATOOL-3351;ENG;Alta;122905;Baja;6;3;01/01/2019;18/09/2019;10/10/2019;14/10/2019;286
SDATOOL-6534;FIN;Media;353119;Alta;9;3;15/07/2022;15/08/2023;13/09/2023;19/09/2023;430
SDATOOL-4008;CCS;Alta;75901;Media;8;1;04/10/2020;04/07/2021;20/07/2021;25/07/2021;293
