Código de proyecto,Área,Prioridad,Presupuesto,Complejidad técnica,Número de dependencias asociadas,Fecha de inicio de ejecución,Fecha de uso por el cliente planificada,Fecha fin de ejecución,Fecha pase a producción,Fecha de uso por el cliente,Time to market
SDATOOL-9204,RCS,Baja,258261,Alta,3,21/10/2024,29/07/2025,26/07/2025,07/08/2025,16/08/2025,299
SDATOOL-6871,T&C,Media,143346,Media,4,22/11/2024,22/04/2025,20/03/2025,05/04/2025,06/04/2025,135
SDATOOL-5752,ENG,Alta,139988,Media,3,12/02/2021,09/09/2021,04/09/2021,29/09/2021,30/09/2021,230
SDATOOL-1232,RIC,Baja,331683,Alta,7,17/01/2022,30/12/2022,02/03/2023,18/03/2023,22/03/2023,429
SDATOOL-9757,FIN,Alta,137277,Baja,9,10/02/2022,11/04/2022,17/06/2022,07/07/2022,09/07/2022,149
SDATOOL-1785,CIB,Media,153808,Media,3,23/04/2024,17/01/2025,22/12/2024,01/01/2025,07/01/2025,259
SDATOOL-3935,RCS,Media,213044,Alta,1,05/04/2019,19/03/2020,24/02/2020,18/03/2020,19/03/2020,349
SDATOOL-2608,RCS,Baja,385992,Alta,10,08/03/2024,17/01/2025,28/12/2024,12/01/2025,18/01/2025,316
SDATOOL-6185,T&C,Alta,69157,Baja,1,27/11/2024,11/04/2025,13/03/2025,31/03/2025,03/04/2025,127
SDATOOL-1686,FIN,Alta,290610,Alta,5,24/08/2024,12/06/2025,21/08/2025,19/09/2025,27/09/2025,399
SDATOOL-1890,ENG,Media,176111,Media,5,27/11/2021,16/07/2022,12/07/2022,20/07/2022,24/07/2022,239
SDATOOL-3886,ENG,Media,330535,Alta,8,21/10/2020,07/08/2021,05/10/2021,30/10/2021,01/11/2021,376
SDATOOL-6149,FIN,Media,262130,Alta,4,01/12/2023,28/09/2024,11/12/2024,30/12/2024,07/01/2025,403
SDATOOL-8996,RIC,Alta,375191,Alta,10,01/01/2019,06/11/2019,28/07/2019,10/08/2019,13/08/2019,224
SDATOOL-4064,CCS,Media,210610,Alta,2,01/01/2019,22/12/2019,21/03/2019,03/04/2019,07/04/2019,96
SDATOOL-7066,GRM,Baja,221198,Media,10,16/06/2023,07/03/2024,04/03/2024,16/03/2024,22/03/2024,280
SDATOOL-4451,T&C,Media,87335,Baja,2,21/08/2022,25/10/2022,06/09/2022,27/09/2022,02/10/2022,42
SDATOOL-1412,CCS,Media,184303,Media,6,19/07/2023,13/01/2024,02/12/2023,10/12/2023,19/12/2023,153
SDATOOL-8056,CCS,Media,197382,Media,7,20/01/2023,13/10/2023,28/09/2023,15/10/2023,23/10/2023,276
SDATOOL-1197,CCS,Media,137793,Baja,7,19/10/2023,16/01/2024,06/01/2024,30/01/2024,06/02/2024,110
SDATOOL-4306,RIC,Alta,204599,Media,8,05/02/2022,20/10/2022,12/01/2023,05/02/2023,14/02/2023,374
SDATOOL-8425,ENG,Media,124348,Baja,6,06/09/2024,01/01/2025,26/11/2024,25/12/2024,28/12/2024,113
SDATOOL-8655,GRM,Media,84100,Baja,1,03/07/2019,24/10/2019,21/10/2019,01/11/2019,10/11/2019,130
SDATOOL-4162,RCS,Alta,162479,Media,5,21/09/2024,27/02/2025,01/01/2025,25/01/2025,29/01/2025,130
SDATOOL-2655,RIC,Alta,143755,Baja,8,01/06/2022,21/09/2022,12/10/2022,23/10/2022,31/10/2022,152
SDATOOL-4314,FIN,Baja,194678,Alta,1,03/11/2023,02/08/2024,26/06/2024,10/07/2024,20/07/2024,260
SDATOOL-3862,CIB,Alta,158538,Media,3,18/07/2019,04/03/2020,02/03/2020,16/03/2020,24/03/2020,250
SDATOOL-3464,FIN,Media,119088,Media,1,20/03/2020,12/09/2020,28/08/2020,25/09/2020,02/10/2020,196
SDATOOL-1192,ENG,Media,341489,Alta,8,12/02/2020,15/12/2020,19/12/2020,01/01/2021,07/01/2021,330
SDATOOL-7514,CIB,Alta,310949,Alta,7,01/01/2019,22/12/2019,06/06/2019,02/07/2019,12/07/2019,192
SDATOOL-4518,RIC,Media,158606,Media,5,07/03/2025,04/08/2025,23/07/2025,14/08/2025,17/08/2025,163
SDATOOL-9759,ENG,Media,83382,Baja,2,22/03/2023,16/06/2023,24/04/2023,08/05/2023,17/05/2023,56
SDATOOL-5643,RCS,Alta,122976,Media,2,13/05/2021,12/10/2021,26/09/2021,23/10/2021,24/10/2021,164
SDATOOL-4446,RIC,Media,132275,Media,2,17/03/2021,24/09/2021,15/08/2021,01/09/2021,09/09/2021,176
SDATOOL-5743,RCS,Alta,90088,Baja,4,20/11/2019,22/02/2020,08/01/2020,31/01/2020,05/02/2020,77
SDATOOL-4083,CCS,Baja,112474,Baja,3,09/03/2022,19/05/2022,23/04/2022,14/05/2022,20/05/2022,72
SDATOOL-3668,CCS,Media,180327,Media,6,01/09/2021,26/03/2022,26/02/2022,25/03/2022,27/03/2022,207
SDATOOL-3443,RCS,Media,257064,Alta,3,17/04/2023,24/03/2024,14/03/2024,21/03/2024,29/03/2024,347
SDATOOL-8095,ENG,Media,212330,Alta,2,09/10/2020,11/08/2021,25/10/2021,21/11/2021,30/11/2021,417
SDATOOL-6809,CCS,Baja,182976,Media,7,19/12/2023,22/08/2024,17/07/2024,05/08/2024,12/08/2024,237
SDATOOL-4121,T&C,Media,155128,Media,4,31/12/2024,13/08/2025,21/06/2025,08/07/2025,15/07/2025,196
SDATOOL-4809,ENG,Baja,151901,Baja,9,29/03/2021,13/08/2021,14/09/2021,22/09/2021,23/09/2021,178
SDATOOL-8038,RIC,Media,377491,Alta,10,28/05/2023,15/04/2024,07/05/2024,20/05/2024,24/05/2024,362
SDATOOL-4091,CCS,Baja,225446,Media,10,25/05/2021,14/11/2021,06/02/2022,28/02/2022,05/03/2022,284
SDATOOL-1728,CIB,Media,114830,Media,1,01/01/2019,13/06/2019,16/03/2019,30/03/2019,09/04/2019,98
SDATOOL-1229,RIC,Baja,181165,Media,6,10/11/2023,19/05/2024,25/04/2024,02/05/2024,11/05/2024,183
SDATOOL-7322,T&C,Alta,157508,Media,3,22/09/2021,08/03/2022,20/01/2022,01/02/2022,09/02/2022,140
SDATOOL-2628,GRM,Media,191073,Media,7,05/06/2021,15/12/2021,17/12/2021,31/12/2021,09/01/2022,218
SDATOOL-4749,GRM,Alta,337434,Alta,8,19/11/2022,27/10/2023,08/12/2023,23/12/2023,01/01/2024,408
SDATOOL-2586,CCS,Baja,109324,Media,1,11/10/2021,28/03/2022,19/02/2022,20/03/2022,21/03/2022,161
SDATOOL-5076,RIC,Alta,236592,Media,10,24/04/2023,13/10/2023,03/11/2023,24/11/2023,26/11/2023,216
SDATOOL-2132,GRM,Media,85617,Baja,2,27/07/2023,08/12/2023,15/11/2023,06/12/2023,14/12/2023,140
SDATOOL-6827,GRM,Media,204072,Media,9,03/03/2021,20/08/2021,09/10/2021,16/10/2021,22/10/2021,233
SDATOOL-9513,T&C,Baja,149146,Media,2,06/01/2019,01/07/2019,16/06/2019,25/06/2019,01/07/2019,176
SDATOOL-8812,RCS,Baja,168417,Media,5,28/04/2020,15/10/2020,17/10/2020,31/10/2020,02/11/2020,188
SDATOOL-6798,RCS,Baja,149850,Media,4,13/06/2020,25/12/2020,18/11/2020,16/12/2020,18/12/2020,188
SDATOOL-1772,T&C,Media,305741,Alta,6,07/03/2020,05/03/2021,31/03/2021,13/04/2021,23/04/2021,412
SDATOOL-8844,GRM,Media,217458,Media,8,23/02/2020,01/11/2020,25/10/2020,12/11/2020,16/11/2020,267
SDATOOL-7038,FIN,Media,244703,Alta,3,05/02/2022,15/11/2022,04/10/2022,27/10/2022,04/11/2022,272
SDATOOL-4327,RCS,Alta,371393,Alta,10,08/09/2020,19/06/2021,19/06/2021,12/07/2021,16/07/2021,311
SDATOOL-7324,GRM,Alta,348747,Alta,8,25/07/2023,20/07/2024,04/07/2024,24/07/2024,01/08/2024,373
SDATOOL-8787,RCS,Alta,203497,Alta,1,28/02/2020,13/12/2020,19/01/2021,28/01/2021,02/02/2021,340
SDATOOL-9811,RCS,Alta,290722,Alta,6,01/01/2019,21/10/2019,03/07/2019,26/07/2019,29/07/2019,209
SDATOOL-4612,CCS,Media,133857,Baja,7,05/02/2024,11/06/2024,14/06/2024,26/06/2024,06/07/2024,152
SDATOOL-9148,ENG,Media,121910,Media,1,04/03/2019,01/10/2019,21/08/2019,02/09/2019,06/09/2019,186
SDATOOL-1098,CIB,Alta,177066,Media,5,02/07/2024,12/02/2025,25/01/2025,21/02/2025,03/03/2025,244
SDATOOL-1892,ENG,Media,268147,Alta,4,13/07/2019,14/06/2020,16/08/2020,13/09/2020,23/09/2020,438
SDATOOL-5680,CIB,Alta,212146,Media,10,05/03/2021,11/10/2021,06/09/2021,02/10/2021,06/10/2021,215
SDATOOL-9378,T&C,Alta,351221,Alta,9,01/04/2024,30/01/2025,12/01/2025,02/02/2025,10/02/2025,315
SDATOOL-7470,CIB,Media,214605,Alta,1,03/02/2020,27/11/2020,08/12/2020,20/12/2020,22/12/2020,323
SDATOOL-9503,T&C,Media,148137,Baja,9,24/02/2025,20/05/2025,14/05/2025,01/06/2025,02/06/2025,98
SDATOOL-8104,RCS,Media,235868,Alta,2,01/01/2019,29/10/2019,09/04/2019,08/05/2019,14/05/2019,133
SDATOOL-6216,T&C,Alta,372274,Alta,10,01/01/2019,10/12/2019,02/04/2019,12/04/2019,15/04/2019,104
SDATOOL-6002,CCS,Alta,182400,Media,5,29/04/2024,06/11/2024,19/09/2024,08/10/2024,18/10/2024,172
SDATOOL-3634,CIB,Media,157446,Media,3,15/01/2019,30/07/2019,06/08/2019,14/08/2019,18/08/2019,215
SDATOOL-7999,GRM,Media,293419,Alta,5,27/01/2024,30/12/2024,08/11/2024,02/12/2024,05/12/2024,313
SDATOOL-7142,T&C,Alta,231060,Alta,3,25/12/2020,20/11/2021,01/01/2022,12/01/2022,19/01/2022,390
SDATOOL-1509,FIN,Alta,131735,Media,1,22/08/2020,07/05/2021,01/04/2021,12/04/2021,14/04/2021,235
SDATOOL-2058,FIN,Media,237662,Media,10,02/03/2024,28/10/2024,17/12/2024,07/01/2025,15/01/2025,319
SDATOOL-4185,ENG,Alta,165656,Media,4,06/11/2021,07/06/2022,30/04/2022,09/05/2022,15/05/2022,190
SDATOOL-4525,RCS,Media,151734,Media,3,20/10/2022,29/06/2023,19/06/2023,02/07/2023,07/07/2023,260
SDATOOL-3378,ENG,Alta,219800,Media,10,29/10/2023,25/05/2024,20/06/2024,16/07/2024,18/07/2024,263
SDATOOL-5068,RIC,Alta,194325,Media,6,05/01/2021,16/09/2021,25/09/2021,03/10/2021,10/10/2021,278
SDATOOL-3338,FIN,Alta,209720,Alta,1,07/08/2022,07/05/2023,05/06/2023,30/06/2023,05/07/2023,332
SDATOOL-3972,FIN,Alta,216611,Media,10,23/01/2022,06/07/2022,08/06/2022,30/06/2022,07/07/2022,165
SDATOOL-8552,T&C,Baja,233306,Alta,3,19/11/2021,28/08/2022,16/10/2022,31/10/2022,10/11/2022,356
SDATOOL-2350,ENG,Media,288914,Alta,6,15/06/2020,31/05/2021,09/06/2021,20/06/2021,27/06/2021,377
SDATOOL-8364,RIC,Alta,155818,Media,3,13/06/2023,27/12/2023,28/12/2023,08/01/2024,12/01/2024,213
SDATOOL-1267,CCS,Alta,102309,Baja,3,23/10/2020,21/03/2021,26/02/2021,23/03/2021,30/03/2021,158
SDATOOL-4761,FIN,Media,148273,Media,3,30/03/2020,24/10/2020,29/09/2020,15/10/2020,17/10/2020,201
SDATOOL-3665,RCS,Media,134708,Media,3,23/05/2023,12/02/2024,10/02/2024,25/02/2024,27/02/2024,280
SDATOOL-3279,GRM,Baja,98634,Baja,5,24/04/2021,17/08/2021,22/07/2021,13/08/2021,21/08/2021,119
SDATOOL-3212,GRM,Media,84429,Baja,2,24/02/2025,30/06/2025,07/07/2025,18/07/2025,19/07/2025,145
SDATOOL-5612,GRM,Alta,145541,Media,4,06/01/2020,01/10/2020,07/09/2020,26/09/2020,29/09/2020,267
SDATOOL-6156,RCS,Media,132315,Baja,7,16/03/2024,20/05/2024,01/05/2024,10/05/2024,17/05/2024,62
SDATOOL-3891,CIB,Media,181522,Media,5,26/04/2019,05/12/2019,18/10/2019,04/11/2019,12/11/2019,200
SDATOOL-7867,GRM,Media,155235,Media,5,02/03/2020,26/08/2020,24/07/2020,17/08/2020,19/08/2020,170
SDATOOL-1403,ENG,Alta,347972,Alta,9,25/07/2021,02/07/2022,07/07/2022,21/07/2022,23/07/2022,363
SDATOOL-7451,ENG,Media,196817,Alta,1,05/08/2022,02/06/2023,16/08/2023,05/09/2023,11/09/2023,402
SDATOOL-1709,ENG,Baja,302781,Alta,6,15/01/2024,11/10/2024,29/08/2024,26/09/2024,01/10/2024,260
SDATOOL-3447,CIB,Media,144685,Media,4,29/07/2019,12/03/2020,25/02/2020,17/03/2020,24/03/2020,239
SDATOOL-7685,T&C,Media,194654,Media,7,24/04/2020,31/10/2020,17/10/2020,30/10/2020,08/11/2020,198
SDATOOL-7559,RIC,Media,148863,Baja,9,19/12/2022,11/04/2023,15/04/2023,02/05/2023,08/05/2023,140
SDATOOL-7979,FIN,Media,215195,Media,9,21/01/2023,19/08/2023,15/06/2023,13/07/2023,23/07/2023,183
SDATOOL-5713,GRM,Alta,325099,Alta,7,30/05/2019,13/03/2020,15/03/2020,25/03/2020,30/03/2020,305
SDATOOL-5518,FIN,Media,147530,Baja,9,01/01/2019,15/05/2019,08/05/2019,16/05/2019,24/05/2019,143
SDATOOL-8667,ENG,Alta,188479,Media,6,25/01/2022,10/07/2022,01/06/2022,23/06/2022,28/06/2022,154
SDATOOL-3539,CCS,Media,212205,Media,10,18/03/2023,26/11/2023,22/11/2023,06/12/2023,16/12/2023,273
SDATOOL-8606,ENG,Alta,137265,Baja,7,14/08/2022,07/12/2022,24/10/2022,04/11/2022,14/11/2022,92
SDATOOL-2110,GRM,Media,185372,Media,6,02/01/2023,27/06/2023,05/06/2023,17/06/2023,24/06/2023,173
SDATOOL-2631,ENG,Media,191674,Alta,1,01/01/2019,24/11/2019,12/05/2019,08/06/2019,14/06/2019,164
SDATOOL-3077,RIC,Media,184447,Media,7,03/03/2020,18/08/2020,02/07/2020,24/07/2020,26/07/2020,145
SDATOOL-9735,CCS,Media,274453,Alta,4,07/06/2024,27/05/2025,29/05/2025,16/06/2025,25/06/2025,383
SDATOOL-2779,FIN,Alta,326585,Alta,7,03/10/2020,11/09/2021,09/08/2021,06/09/2021,14/09/2021,346
SDATOOL-2208,RIC,Alta,307877,Alta,7,15/11/2022,21/09/2023,21/10/2023,15/11/2023,17/11/2023,367
SDATOOL-8414,GRM,Baja,202172,Media,9,20/08/2019,05/02/2020,11/04/2020,04/05/2020,10/05/2020,264
SDATOOL-6902,RCS,Alta,245275,Alta,3,01/01/2019,28/12/2019,19/12/2019,14/01/2020,21/01/2020,385
SDATOOL-9309,RIC,Media,137056,Media,3,29/04/2019,03/11/2019,07/11/2019,14/11/2019,18/11/2019,203
SDATOOL-5258,RIC,Media,342090,Alta,8,23/02/2021,09/12/2021,16/11/2021,04/12/2021,07/12/2021,287
SDATOOL-8954,ENG,Media,177399,Media,6,01/03/2022,22/10/2022,05/09/2022,27/09/2022,03/10/2022,216
SDATOOL-3994,RIC,Media,91396,Baja,1,19/10/2024,23/01/2025,09/12/2024,22/12/2024,29/12/2024,71
SDATOOL-2863,CCS,Alta,233146,Alta,2,21/06/2021,03/04/2022,16/07/2022,26/07/2022,29/07/2022,403
SDATOOL-2262,GRM,Media,177160,Media,5,13/05/2024,29/11/2024,29/10/2024,18/11/2024,19/11/2024,190
SDATOOL-8310,ENG,Media,132504,Media,3,17/04/2023,08/11/2023,13/09/2023,11/10/2023,20/10/2023,186
SDATOOL-2978,ENG,Media,117622,Media,1,24/09/2020,08/04/2021,13/02/2021,07/03/2021,14/03/2021,171
SDATOOL-7887,GRM,Media,365190,Alta,10,24/09/2020,12/07/2021,09/09/2021,23/09/2021,27/09/2021,368
SDATOOL-6609,CIB,Media,252564,Alta,4,06/12/2019,14/09/2020,21/10/2020,28/10/2020,30/10/2020,329
SDATOOL-8315,FIN,Media,202765,Media,9,25/01/2020,31/07/2020,17/06/2020,24/06/2020,03/07/2020,160
SDATOOL-7384,ENG,Media,203919,Media,8,23/09/2022,13/03/2023,08/06/2023,01/07/2023,10/07/2023,290
SDATOOL-3237,RCS,Alta,128608,Media,1,08/03/2023,13/09/2023,16/08/2023,07/09/2023,17/09/2023,193
SDATOOL-9346,FIN,Media,343731,Alta,8,25/09/2019,11/08/2020,26/09/2020,19/10/2020,20/10/2020,391
SDATOOL-5249,ENG,Alta,266998,Alta,5,12/04/2020,17/02/2021,18/01/2021,07/02/2021,14/02/2021,308
SDATOOL-2865,ENG,Media,201079,Media,7,30/06/2024,28/02/2025,07/02/2025,27/02/2025,06/03/2025,249
SDATOOL-5928,ENG,Media,105078,Baja,6,20/11/2024,17/04/2025,01/04/2025,21/04/2025,26/04/2025,157
SDATOOL-4586,RCS,Baja,195952,Media,8,12/05/2023,25/10/2023,26/10/2023,10/11/2023,19/11/2023,191
SDATOOL-6788,RCS,Media,162719,Baja,10,13/09/2024,16/01/2025,14/02/2025,25/02/2025,03/03/2025,171
SDATOOL-8927,FIN,Media,86987,Baja,1,15/01/2022,08/04/2022,22/03/2022,14/04/2022,21/04/2022,96
SDATOOL-2886,T&C,Alta,345558,Alta,9,23/01/2023,04/01/2024,27/02/2024,18/03/2024,21/03/2024,423
SDATOOL-7077,ENG,Media,175125,Media,5,20/09/2023,24/02/2024,06/03/2024,20/03/2024,23/03/2024,185
SDATOOL-8396,FIN,Alta,100339,Baja,3,25/06/2022,08/11/2022,12/10/2022,28/10/2022,06/11/2022,134
SDATOOL-4919,GRM,Baja,108292,Baja,4,18/09/2021,06/12/2021,25/11/2021,06/12/2021,08/12/2021,81
SDATOOL-6122,GRM,Baja,268841,Alta,5,23/10/2023,12/08/2024,28/08/2024,20/09/2024,30/09/2024,343
SDATOOL-9764,RIC,Baja,183557,Media,6,12/12/2023,19/08/2024,12/07/2024,26/07/2024,05/08/2024,237
SDATOOL-6876,CIB,Alta,157295,Media,3,17/03/2019,09/11/2019,24/10/2019,05/11/2019,15/11/2019,243
SDATOOL-9961,RCS,Media,123680,Media,2,27/03/2021,26/09/2021,17/09/2021,11/10/2021,14/10/2021,201
SDATOOL-1548,FIN,Baja,126175,Media,1,10/05/2022,17/10/2022,04/10/2022,29/10/2022,03/11/2022,177
SDATOOL-6095,ENG,Media,303839,Alta,6,03/06/2019,17/04/2020,22/03/2020,20/04/2020,21/04/2020,323
SDATOOL-4196,GRM,Alta,325710,Alta,8,01/01/2019,21/10/2019,05/05/2019,31/05/2019,10/06/2019,160
SDATOOL-9868,RCS,Media,134929,Baja,8,26/12/2022,27/04/2023,30/03/2023,22/04/2023,28/04/2023,123
SDATOOL-7013,T&C,Alta,146542,Media,4,03/08/2022,26/02/2023,22/02/2023,17/03/2023,19/03/2023,228
SDATOOL-6332,T&C,Media,182289,Media,7,08/04/2024,09/10/2024,10/09/2024,09/10/2024,18/10/2024,193
SDATOOL-1891,T&C,Media,353398,Alta,9,12/03/2022,25/12/2022,07/12/2022,24/12/2022,26/12/2022,289
SDATOOL-5437,GRM,Media,296097,Alta,6,18/01/2022,01/01/2023,01/03/2023,13/03/2023,20/03/2023,426
SDATOOL-7248,CIB,Baja,212262,Media,10,11/04/2025,10/09/2025,31/08/2025,12/09/2025,13/09/2025,155
SDATOOL-7883,FIN,Media,386287,Alta,10,12/11/2021,09/08/2022,15/10/2022,25/10/2022,29/10/2022,351
SDATOOL-1091,ENG,Alta,121077,Baja,5,15/06/2020,19/10/2020,07/09/2020,05/10/2020,13/10/2020,120
SDATOOL-3148,FIN,Media,142966,Media,3,03/03/2023,07/09/2023,15/08/2023,24/08/2023,03/09/2023,184
SDATOOL-2933,ENG,Alta,323360,Alta,8,08/01/2019,22/11/2019,22/11/2019,08/12/2019,13/12/2019,339
SDATOOL-4503,FIN,Baja,326394,Alta,7,24/12/2022,21/09/2023,22/09/2023,21/10/2023,27/10/2023,307
SDATOOL-1362,CIB,Media,268821,Alta,5,19/10/2019,13/09/2020,18/10/2020,05/11/2020,13/11/2020,391
SDATOOL-4834,CCS,Baja,212981,Media,9,14/07/2019,26/12/2019,21/12/2019,09/01/2020,17/01/2020,187
SDATOOL-4852,FIN,Alta,203405,Media,8,08/02/2022,23/09/2022,08/11/2022,27/11/2022,05/12/2022,300
SDATOOL-4065,T&C,Baja,197145,Alta,1,12/02/2021,06/01/2022,25/01/2022,07/02/2022,15/02/2022,368
SDATOOL-9226,RIC,Media,356847,Alta,9,18/09/2019,12/07/2020,20/08/2020,09/09/2020,12/09/2020,360
SDATOOL-6389,RIC,Alta,179278,Media,5,07/10/2024,17/03/2025,23/01/2025,14/02/2025,15/02/2025,131
SDATOOL-4219,RIC,Media,214648,Media,9,23/06/2022,19/01/2023,28/12/2022,09/01/2023,19/01/2023,210
SDATOOL-5677,FIN,Baja,89215,Baja,3,03/02/2025,14/06/2025,24/04/2025,14/05/2025,16/05/2025,102
SDATOOL-8251,CIB,Baja,351055,Alta,8,23/08/2021,10/07/2022,07/08/2022,15/08/2022,20/08/2022,362
SDATOOL-5155,GRM,Media,194462,Media,6,24/01/2023,05/08/2023,26/07/2023,12/08/2023,13/08/2023,201
SDATOOL-6487,CIB,Baja,155890,Baja,10,16/09/2020,18/12/2020,21/11/2020,17/12/2020,19/12/2020,94
SDATOOL-7144,RIC,Media,133780,Baja,8,27/01/2020,05/06/2020,19/05/2020,03/06/2020,07/06/2020,132
SDATOOL-5127,ENG,Media,163863,Baja,10,10/08/2023,01/11/2023,01/12/2023,29/12/2023,01/01/2024,144
SDATOOL-1501,ENG,Baja,368579,Alta,10,21/02/2023,29/12/2023,20/03/2024,05/04/2024,10/04/2024,414
SDATOOL-1787,T&C,Baja,218782,Media,9,13/09/2022,09/05/2023,04/05/2023,13/05/2023,16/05/2023,245
SDATOOL-2632,RCS,Alta,184364,Media,7,23/02/2019,15/09/2019,30/07/2019,26/08/2019,29/08/2019,187
SDATOOL-7532,ENG,Baja,165561,Media,6,10/06/2021,01/02/2022,06/02/2022,27/02/2022,03/03/2022,266
SDATOOL-3692,RIC,Media,124282,Baja,8,14/04/2022,11/07/2022,19/07/2022,29/07/2022,08/08/2022,116
SDATOOL-3450,T&C,Media,236168,Media,10,08/08/2024,26/03/2025,08/04/2025,16/04/2025,24/04/2025,259
SDATOOL-1444,T&C,Alta,283390,Alta,5,22/09/2021,21/06/2022,06/06/2022,28/06/2022,29/06/2022,280
SDATOOL-9211,ENG,Media,216323,Alta,1,18/07/2023,17/04/2024,07/05/2024,26/05/2024,01/06/2024,319
SDATOOL-5106,ENG,Baja,203135,Media,9,15/02/2025,10/09/2025,30/08/2025,11/09/2025,14/09/2025,211
SDATOOL-2215,FIN,Media,341897,Alta,9,30/09/2021,19/07/2022,31/08/2022,26/09/2022,05/10/2022,370
SDATOOL-6058,FIN,Media,141829,Baja,10,29/08/2023,15/01/2024,23/01/2024,01/02/2024,06/02/2024,161
SDATOOL-9840,T&C,Media,257249,Alta,3,01/01/2019,23/10/2019,21/04/2019,20/05/2019,26/05/2019,145
SDATOOL-3355,T&C,Alta,197943,Media,8,03/11/2021,09/04/2022,18/05/2022,11/06/2022,18/06/2022,227
SDATOOL-4223,ENG,Alta,207770,Media,9,22/12/2023,08/07/2024,25/07/2024,21/08/2024,31/08/2024,253
SDATOOL-4498,CIB,Media,387353,Alta,10,19/03/2024,28/12/2024,03/03/2025,11/03/2025,20/03/2025,366
SDATOOL-1719,ENG,Alta,180162,Media,7,05/02/2024,10/10/2024,21/10/2024,04/11/2024,06/11/2024,275
SDATOOL-6123,CCS,Alta,114771,Baja,5,22/11/2023,13/02/2024,29/01/2024,10/02/2024,12/02/2024,82
SDATOOL-2025,GRM,Alta,171075,Media,5,05/04/2023,18/11/2023,20/11/2023,12/12/2023,14/12/2023,253
SDATOOL-8796,GRM,Alta,216031,Alta,2,04/10/2024,24/08/2025,22/08/2025,11/09/2025,18/09/2025,349
SDATOOL-1771,ENG,Media,215152,Media,9,05/03/2019,25/09/2019,15/09/2019,28/09/2019,01/10/2019,210
SDATOOL-7233,RCS,Media,266736,Alta,4,25/02/2021,26/01/2022,23/02/2022,07/03/2022,17/03/2022,385
SDATOOL-7370,CCS,Media,95994,Baja,1,20/03/2019,26/05/2019,20/04/2019,10/05/2019,17/05/2019,58
SDATOOL-6526,ENG,Media,195256,Media,7,17/02/2023,16/09/2023,04/08/2023,18/08/2023,24/08/2023,188
SDATOOL-2849,FIN,Alta,162941,Media,4,21/02/2023,02/10/2023,27/08/2023,10/09/2023,14/09/2023,205
SDATOOL-7122,CCS,Alta,215105,Media,10,11/10/2023,08/05/2024,18/05/2024,26/05/2024,28/05/2024,230
SDATOOL-7291,ENG,Alta,133200,Media,3,01/07/2021,17/12/2021,21/11/2021,04/12/2021,12/12/2021,164
SDATOOL-6012,T&C,Media,132880,Baja,9,09/01/2025,25/05/2025,17/04/2025,12/05/2025,21/05/2025,132
SDATOOL-4489,RIC,Baja,143997,Media,3,16/05/2021,08/02/2022,27/12/2021,09/01/2022,12/01/2022,241
SDATOOL-7209,ENG,Media,165736,Media,6,22/09/2019,12/05/2020,20/05/2020,30/05/2020,01/06/2020,253
SDATOOL-8661,FIN,Alta,114639,Baja,5,09/02/2023,11/06/2023,07/05/2023,19/05/2023,26/05/2023,106
SDATOOL-5920,ENG,Alta,358214,Alta,9,22/05/2023,20/03/2024,10/04/2024,28/04/2024,04/05/2024,348
SDATOOL-1143,CIB,Media,305483,Alta,6,27/07/2024,25/07/2025,22/06/2025,04/07/2025,10/07/2025,348
SDATOOL-9682,CCS,Alta,176057,Media,6,31/05/2023,04/01/2024,09/11/2023,03/12/2023,13/12/2023,196
SDATOOL-9063,GRM,Alta,107886,Baja,5,02/01/2022,20/03/2022,24/03/2022,04/04/2022,12/04/2022,100
SDATOOL-6249,T&C,Media,98243,Baja,3,12/12/2024,02/05/2025,05/04/2025,17/04/2025,18/04/2025,127
SDATOOL-9355,ENG,Media,194699,Media,6,13/12/2021,07/09/2022,22/08/2022,16/09/2022,21/09/2022,282
SDATOOL-2336,GRM,Alta,205799,Alta,1,19/05/2019,20/02/2020,15/02/2020,08/03/2020,10/03/2020,296
SDATOOL-8579,FIN,Baja,158518,Media,5,30/10/2022,21/05/2023,18/04/2023,28/04/2023,04/05/2023,186
SDATOOL-1316,GRM,Baja,99574,Baja,3,10/04/2020,30/08/2020,21/07/2020,10/08/2020,18/08/2020,130
SDATOOL-8486,ENG,Baja,222453,Media,10,24/01/2022,27/08/2022,19/08/2022,05/09/2022,11/09/2022,230
SDATOOL-6856,GRM,Baja,169191,Media,4,19/12/2019,02/07/2020,13/05/2020,30/05/2020,07/06/2020,171
SDATOOL-8867,GRM,Media,117682,Media,1,30/09/2019,21/06/2020,07/05/2020,01/06/2020,02/06/2020,246
SDATOOL-4668,CIB,Media,262854,Alta,4,27/09/2021,20/09/2022,10/11/2022,28/11/2022,03/12/2022,432
SDATOOL-9255,FIN,Media,132100,Baja,8,13/05/2024,09/09/2024,23/08/2024,07/09/2024,15/09/2024,125
SDATOOL-3306,FIN,Alta,198608,Media,7,01/01/2019,21/07/2019,12/03/2019,08/04/2019,09/04/2019,98
SDATOOL-1531,CIB,Media,209059,Media,9,26/02/2021,22/08/2021,16/11/2021,07/12/2021,09/12/2021,286
SDATOOL-4784,ENG,Alta,155518,Media,3,09/08/2020,30/04/2021,09/05/2021,21/05/2021,25/05/2021,289
SDATOOL-5579,FIN,Media,367722,Alta,9,01/01/2019,19/12/2019,15/12/2019,09/01/2020,12/01/2020,376
