Código de proyecto,Área,Prioridad,Presupuesto,Complejidad técnica,Número de dependencias asociadas,Fecha de inicio de ejecución,Fecha de uso por el cliente planificada,Fecha fin de ejecución,Fecha pase a producción,Fecha de uso por el cliente,Time to market
SDATOOL-9013,CIB,Media,"169,446",Media,4,27/11/2024,04/06/2025,07/05/2025,01/06/2025,03/06/2025,188
SDATOOL-7695,CCS,Media,"294,511",Alta,6,19/04/2020,28/03/2021,12/03/2021,24/03/2021,31/03/2021,346
SDATOOL-3419,RIC,Baja,"194,286",Media,6,07/08/2019,26/03/2020,18/03/2020,25/03/2020,02/04/2020,239
SDATOOL-6423,ENG,Alta,"209,475",Alta,1,01/01/2019,01/10/2019,04/09/2019,02/10/2019,04/10/2019,276
SDATOOL-9198,ENG,Alta,"371,024",Alta,10,24/02/2024,26/12/2024,10/03/2025,23/03/2025,25/03/2025,395
SDATOOL-7196,ENG,Media,"228,080",Media,4,13/06/2022,13/02/2023,18/02/2023,07/03/2023,13/03/2023,273
SDATOOL-4031,ENG,Alta,"220,360",Media,9,15/10/2019,21/06/2020,10/09/2020,30/09/2020,01/10/2020,352
SDATOOL-5238,FIN,Baja,"289,422",Alta,3,01/01/2019,27/10/2019,28/04/2019,09/05/2019,18/05/2019,137
SDATOOL-5009,FIN,Media,"215,303",Media,4,01/01/2019,14/08/2019,25/06/2019,08/07/2019,10/07/2019,190
SDATOOL-7105,ENG,Media,"368,302",Alta,10,15/01/2024,30/12/2024,12/02/2025,25/02/2025,06/03/2025,416
SDATOOL-9775,RCS,Media,"287,889",Alta,6,09/06/2022,30/04/2023,04/04/2023,29/04/2023,01/05/2023,326
SDATOOL-8735,FIN,Media,"223,560",Media,10,02/06/2024,08/12/2024,09/03/2025,30/03/2025,05/04/2025,307
SDATOOL-3007,ENG,Media,"93,152",Baja,3,13/02/2025,05/06/2025,22/04/2025,01/05/2025,08/05/2025,84
SDATOOL-6962,ENG,Media,"90,419",Baja,4,09/08/2024,15/12/2024,22/12/2024,07/01/2025,08/01/2025,152
SDATOOL-3283,ENG,Media,"327,495",Alta,7,20/02/2024,23/01/2025,07/04/2025,02/05/2025,07/05/2025,442
SDATOOL-5507,GRM,Alta,"128,462",Baja,5,28/08/2023,02/11/2023,28/12/2023,05/01/2024,12/01/2024,137
SDATOOL-7717,FIN,Media,"163,900",Media,6,27/11/2022,29/04/2023,01/04/2023,10/04/2023,15/04/2023,139
SDATOOL-9866,GRM,Media,"195,437",Media,4,22/10/2019,31/05/2020,26/05/2020,19/06/2020,26/06/2020,248
SDATOOL-4966,RIC,Media,"388,024",Alta,4,01/01/2019,08/10/2019,12/07/2019,27/07/2019,30/07/2019,210
SDATOOL-1707,FIN,Media,"330,735",Alta,8,05/09/2021,07/07/2022,12/07/2022,02/08/2022,05/08/2022,334
SDATOOL-1433,ENG,Media,"259,705",Alta,10,19/07/2024,28/06/2025,03/09/2025,13/09/2025,18/09/2025,426
SDATOOL-9071,CCS,Alta,"212,854",Media,6,09/12/2024,03/06/2025,12/08/2025,28/08/2025,30/08/2025,264
SDATOOL-2224,CCS,Alta,"217,080",Media,3,09/04/2024,21/09/2024,29/08/2024,26/09/2024,28/09/2024,172
SDATOOL-1456,FIN,Media,"122,679",Baja,2,24/08/2019,06/11/2019,15/09/2019,03/10/2019,08/10/2019,45
SDATOOL-5017,FIN,Media,"161,745",Media,5,20/01/2019,06/09/2019,25/07/2019,22/08/2019,30/08/2019,222
SDATOOL-8334,ENG,Media,"232,167",Media,10,30/09/2024,24/05/2025,03/08/2025,31/08/2025,06/09/2025,341
SDATOOL-4996,CCS,Baja,"159,146",Media,3,09/12/2023,11/05/2024,28/04/2024,11/05/2024,21/05/2024,164
SDATOOL-5116,CIB,Media,"120,891",Baja,5,01/08/2019,04/12/2019,06/11/2019,15/11/2019,19/11/2019,110
SDATOOL-4494,FIN,Media,"359,438",Alta,9,07/04/2024,24/01/2025,04/01/2025,19/01/2025,26/01/2025,294
SDATOOL-4440,FIN,Alta,"207,845",Media,4,07/08/2019,11/03/2020,29/02/2020,13/03/2020,14/03/2020,220
SDATOOL-7724,FIN,Alta,"322,727",Alta,8,25/09/2019,22/08/2020,29/08/2020,05/09/2020,10/09/2020,351
SDATOOL-5969,FIN,Baja,"140,863",Baja,3,03/07/2022,29/09/2022,19/12/2022,31/12/2022,07/01/2023,188
SDATOOL-7933,FIN,Media,"168,584",Media,6,06/03/2023,25/10/2023,04/10/2023,17/10/2023,20/10/2023,228
SDATOOL-7139,FIN,Media,"288,849",Alta,5,10/07/2022,02/06/2023,04/07/2023,01/08/2023,04/08/2023,390
SDATOOL-6075,FIN,Media,"330,372",Alta,7,18/08/2022,11/06/2023,27/05/2023,23/06/2023,30/06/2023,316
SDATOOL-3997,FIN,Media,"256,059",Alta,10,14/03/2022,08/03/2023,01/05/2023,28/05/2023,01/06/2023,444
SDATOOL-3054,ENG,Media,"194,615",Alta,1,03/12/2022,21/10/2023,20/10/2023,06/11/2023,13/11/2023,345
SDATOOL-2758,CIB,Media,"339,537",Alta,8,28/06/2020,08/06/2021,28/07/2021,10/08/2021,12/08/2021,410
SDATOOL-5790,FIN,Alta,"223,988",Media,1,21/07/2019,08/02/2020,10/02/2020,26/02/2020,06/03/2020,229
SDATOOL-1167,CIB,Media,"230,242",Media,10,03/01/2020,17/09/2020,13/11/2020,09/12/2020,19/12/2020,351
SDATOOL-8216,FIN,Media,"282,601",Alta,5,01/01/2019,01/11/2019,08/10/2019,05/11/2019,15/11/2019,318
SDATOOL-4226,GRM,Baja,"113,584",Baja,5,08/05/2024,01/10/2024,13/08/2024,08/09/2024,17/09/2024,132
SDATOOL-4159,FIN,Media,"213,047",Alta,2,22/01/2019,20/11/2019,12/11/2019,21/11/2019,27/11/2019,309
SDATOOL-3057,CIB,Alta,"162,124",Media,4,11/03/2019,22/09/2019,14/10/2019,21/10/2019,22/10/2019,225
SDATOOL-1907,FIN,Media,"227,538",Media,9,03/01/2021,20/09/2021,08/11/2021,26/11/2021,30/11/2021,331
SDATOOL-9354,CIB,Media,"124,202",Baja,5,14/09/2021,21/01/2022,15/01/2022,28/01/2022,06/02/2022,145
SDATOOL-7941,CIB,Alta,"257,663",Alta,3,05/01/2021,01/11/2021,03/11/2021,27/11/2021,02/12/2021,331
SDATOOL-4997,GRM,Media,"128,016",Baja,2,19/08/2019,06/12/2019,28/10/2019,09/11/2019,11/11/2019,84
SDATOOL-7559,RIC,Media,"148,863",Baja,3,19/12/2022,11/04/2023,15/04/2023,02/05/2023,08/05/2023,140
SDATOOL-8661,FIN,Alta,"114,639",Baja,5,09/02/2023,11/06/2023,07/05/2023,19/05/2023,26/05/2023,106
SDATOOL-9771,RIC,Media,"178,096",Media,6,01/04/2020,17/11/2020,07/10/2020,29/10/2020,03/11/2020,216
SDATOOL-1226,FIN,Media,"236,356",Media,10,15/03/2020,05/12/2020,16/12/2020,27/12/2020,01/01/2021,292
SDATOOL-3757,ENG,Media,"259,270",Alta,9,07/08/2020,02/07/2021,24/09/2021,10/10/2021,14/10/2021,433
SDATOOL-1785,CIB,Media,"153,808",Media,3,23/04/2024,17/01/2025,22/12/2024,01/01/2025,07/01/2025,259
SDATOOL-6396,T&C,Media,"138,746",Media,4,09/10/2020,08/03/2021,21/01/2021,06/02/2021,15/02/2021,129
SDATOOL-2278,CIB,Baja,"188,094",Media,5,13/03/2023,01/09/2023,02/09/2023,17/09/2023,26/09/2023,197
SDATOOL-7883,FIN,Media,"386,287",Alta,10,12/11/2021,09/08/2022,15/10/2022,25/10/2022,29/10/2022,351
SDATOOL-6603,ENG,Alta,"195,229",Media,5,25/12/2023,29/05/2024,25/06/2024,22/07/2024,25/07/2024,213
SDATOOL-2393,ENG,Alta,"199,200",Media,5,12/12/2020,20/06/2021,14/08/2021,03/09/2021,11/09/2021,273
SDATOOL-5352,RIC,Media,"93,500",Baja,3,27/08/2019,31/10/2019,17/09/2019,11/10/2019,16/10/2019,50
SDATOOL-6857,ENG,Alta,"199,707",Media,5,03/12/2024,19/05/2025,02/08/2025,26/08/2025,02/09/2025,273
SDATOOL-4428,RCS,Alta,"120,890",Baja,6,24/04/2020,10/09/2020,25/07/2020,21/08/2020,24/08/2020,122
SDATOOL-1529,CIB,Baja,"149,395",Media,3,26/05/2023,02/11/2023,18/10/2023,28/10/2023,04/11/2023,162
SDATOOL-8486,ENG,Baja,"222,453",Media,3,24/01/2022,27/08/2022,19/08/2022,05/09/2022,11/09/2022,230
SDATOOL-6102,FIN,Media,"142,084",Baja,4,06/04/2020,11/06/2020,30/06/2020,22/07/2020,28/07/2020,113
SDATOOL-5999,FIN,Alta,"385,228",Alta,10,10/08/2023,27/05/2024,15/05/2024,22/05/2024,29/05/2024,293
SDATOOL-2262,GRM,Media,"177,160",Media,5,13/05/2024,29/11/2024,29/10/2024,18/11/2024,19/11/2024,190
SDATOOL-3896,ENG,Media,"165,134",Media,5,20/12/2023,23/06/2024,13/06/2024,09/07/2024,10/07/2024,203
SDATOOL-9320,RCS,Alta,"137,278",Media,1,11/06/2022,07/03/2023,31/01/2023,12/02/2023,14/02/2023,248
SDATOOL-8892,RIC,Alta,"105,139",Baja,2,22/05/2022,03/09/2022,16/07/2022,03/08/2022,10/08/2022,80
SDATOOL-2344,FIN,Alta,"292,392",Alta,5,07/04/2019,24/01/2020,10/01/2020,24/01/2020,27/01/2020,295
SDATOOL-4623,RIC,Alta,"135,001",Baja,2,19/02/2019,18/05/2019,08/04/2019,25/04/2019,01/05/2019,71
SDATOOL-3921,RCS,Baja,"114,087",Baja,6,30/12/2019,07/05/2020,08/05/2020,20/05/2020,30/05/2020,152
SDATOOL-1237,RIC,Media,"97,707",Baja,5,07/11/2020,27/02/2021,15/01/2021,05/02/2021,12/02/2021,97
SDATOOL-1316,GRM,Baja,"99,574",Baja,5,10/04/2020,30/08/2020,21/07/2020,10/08/2020,18/08/2020,130
SDATOOL-8649,ENG,Alta,"375,174",Alta,10,18/01/2021,10/12/2021,10/02/2022,03/03/2022,12/03/2022,418
SDATOOL-3981,ENG,Media,"368,276",Alta,9,28/02/2022,19/02/2023,07/04/2023,15/04/2023,16/04/2023,412
SDATOOL-9694,ENG,Media,"250,873",Alta,4,10/05/2024,14/03/2025,26/05/2025,19/06/2025,27/06/2025,413
SDATOOL-6957,FIN,Media,"103,417",Baja,5,11/12/2023,30/03/2024,28/02/2024,06/03/2024,15/03/2024,95
SDATOOL-4510,T&C,Media,"217,384",Alta,2,01/01/2019,25/10/2019,30/06/2019,11/07/2019,20/07/2019,200
SDATOOL-9682,CCS,Alta,"176,057",Media,6,31/05/2023,04/01/2024,09/11/2023,03/12/2023,13/12/2023,196
SDATOOL-8696,CIB,Alta,"208,940",Media,5,08/04/2022,22/09/2022,10/09/2022,29/09/2022,06/10/2022,181
SDATOOL-5763,CIB,Media,"92,918",Baja,1,24/03/2024,24/05/2024,12/05/2024,04/06/2024,10/06/2024,78
SDATOOL-7246,CIB,Media,"194,689",Media,6,21/03/2023,04/10/2023,26/08/2023,05/09/2023,11/09/2023,174
SDATOOL-4589,GRM,Media,"139,121",Media,3,29/04/2019,15/12/2019,15/12/2019,04/01/2020,12/01/2020,258
SDATOOL-7043,ENG,Media,"224,107",Media,9,24/02/2021,11/11/2021,25/01/2022,05/02/2022,08/02/2022,349
SDATOOL-8410,ENG,Alta,"189,503",Media,6,12/07/2019,09/01/2020,26/11/2019,15/12/2019,20/12/2019,161
SDATOOL-9412,T&C,Alta,"121,362",Media,2,17/02/2021,27/09/2021,16/08/2021,11/09/2021,17/09/2021,212
SDATOOL-9482,RIC,Baja,"142,959",Baja,5,29/12/2022,24/03/2023,23/03/2023,11/04/2023,21/04/2023,113
SDATOOL-1861,ENG,Alta,"214,261",Media,6,28/05/2021,16/02/2022,03/01/2022,26/01/2022,31/01/2022,248
SDATOOL-8618,T&C,Media,"157,238",Media,3,08/04/2024,14/10/2024,23/09/2024,01/10/2024,03/10/2024,178
SDATOOL-6153,ENG,Media,"275,378",Alta,5,07/09/2022,14/06/2023,14/09/2023,04/10/2023,05/10/2023,393
SDATOOL-2301,ENG,Media,"216,664",Alta,2,16/11/2022,10/11/2023,23/10/2023,14/11/2023,21/11/2023,370
SDATOOL-4609,ENG,Baja,"138,142",Media,2,24/10/2020,06/06/2021,27/04/2021,11/05/2021,12/05/2021,200
SDATOOL-5367,ENG,Media,"133,157",Baja,4,10/08/2023,05/12/2023,19/11/2023,10/12/2023,15/12/2023,127
SDATOOL-7195,CIB,Alta,"244,452",Alta,3,22/12/2020,01/12/2021,06/01/2022,16/01/2022,18/01/2022,392
SDATOOL-8214,T&C,Media,"133,465",Baja,7,09/07/2020,28/11/2020,14/10/2020,26/10/2020,31/10/2020,114
SDATOOL-6295,T&C,Media,"331,184",Alta,7,01/08/2021,01/07/2022,31/05/2022,29/06/2022,01/07/2022,334
SDATOOL-7420,RIC,Baja,"92,291",Baja,2,10/11/2022,18/03/2023,29/01/2023,23/02/2023,01/03/2023,111
SDATOOL-5909,FIN,Alta,"120,660",Media,2,28/04/2020,29/12/2020,20/12/2020,17/01/2021,27/01/2021,274
SDATOOL-7737,ENG,Baja,"136,389",Media,1,21/12/2021,26/07/2022,05/07/2022,27/07/2022,31/07/2022,222
SDATOOL-9619,GRM,Baja,"206,021",Media,3,16/10/2024,23/04/2025,07/05/2025,24/05/2025,27/05/2025,223
SDATOOL-2629,FIN,Media,"149,206",Media,2,25/02/2019,12/08/2019,31/07/2019,12/08/2019,14/08/2019,170
SDATOOL-2935,RIC,Alta,"172,839",Media,5,18/02/2020,02/08/2020,11/06/2020,29/06/2020,09/07/2020,142
SDATOOL-9500,ENG,Media,"131,391",Media,2,28/06/2021,01/02/2022,01/02/2022,11/02/2022,19/02/2022,236
SDATOOL-5035,FIN,Alta,"109,835",Media,1,12/08/2024,20/02/2025,12/02/2025,04/03/2025,08/03/2025,208
SDATOOL-2514,RIC,Media,"94,870",Baja,6,28/10/2023,14/02/2024,03/02/2024,03/03/2024,10/03/2024,134
SDATOOL-5641,RCS,Alta,"209,153",Media,4,01/01/2019,06/06/2019,26/03/2019,10/04/2019,18/04/2019,107
SDATOOL-4229,GRM,Baja,"95,321",Baja,6,22/05/2022,02/10/2022,31/08/2022,12/09/2022,17/09/2022,118
SDATOOL-5390,GRM,Media,"141,231",Baja,3,08/05/2020,16/09/2020,17/09/2020,01/10/2020,02/10/2020,147
SDATOOL-4634,GRM,Baja,"186,866",Media,7,02/08/2023,19/03/2024,20/02/2024,12/03/2024,19/03/2024,230
SDATOOL-8268,RCS,Alta,"213,293",Media,3,07/06/2023,22/02/2024,17/02/2024,25/02/2024,28/02/2024,266
SDATOOL-5066,FIN,Media,"198,956",Media,3,28/02/2022,01/09/2022,27/08/2022,14/09/2022,16/09/2022,200
SDATOOL-7973,ENG,Media,"327,213",Alta,7,01/01/2019,07/10/2019,12/09/2019,19/09/2019,22/09/2019,264
SDATOOL-8832,T&C,Alta,"132,952",Media,2,19/04/2021,17/10/2021,27/08/2021,18/09/2021,27/09/2021,161
SDATOOL-7360,CIB,Baja,"159,411",Media,3,12/07/2021,07/02/2022,29/01/2022,22/02/2022,04/03/2022,235
SDATOOL-3814,FIN,Media,"77,835",Baja,2,26/05/2019,12/08/2019,18/07/2019,27/07/2019,04/08/2019,70
SDATOOL-7458,ENG,Alta,"116,813",Baja,4,08/06/2023,21/08/2023,03/08/2023,17/08/2023,20/08/2023,73
SDATOOL-1408,FIN,Alta,"229,242",Alta,3,25/09/2022,07/07/2023,29/06/2023,26/07/2023,31/07/2023,309
SDATOOL-6604,RIC,Alta,"188,063",Media,6,22/09/2020,28/05/2021,19/05/2021,16/06/2021,26/06/2021,277
SDATOOL-1423,ENG,Media,"371,921",Alta,10,04/01/2019,20/11/2019,31/10/2019,29/11/2019,09/12/2019,339
SDATOOL-6008,CIB,Alta,"258,579",Alta,3,15/12/2020,07/10/2021,19/09/2021,18/10/2021,20/10/2021,309
SDATOOL-9421,FIN,Alta,"310,703",Alta,6,06/07/2024,16/04/2025,10/06/2025,20/06/2025,29/06/2025,358
SDATOOL-2425,ENG,Media,"370,457",Alta,9,24/12/2021,22/12/2022,19/01/2023,28/01/2023,30/01/2023,402
SDATOOL-7627,ENG,Media,"201,692",Media,3,14/02/2020,22/08/2020,11/08/2020,04/09/2020,06/09/2020,205
SDATOOL-4922,GRM,Baja,"124,577",Media,2,29/01/2022,19/09/2022,03/08/2022,17/08/2022,24/08/2022,207
SDATOOL-3502,ENG,Media,"233,953",Alta,3,24/06/2019,27/04/2020,25/07/2020,14/08/2020,20/08/2020,423
SDATOOL-5100,CIB,Baja,"148,659",Media,4,26/05/2023,23/01/2024,03/01/2024,23/01/2024,26/01/2024,245
SDATOOL-1761,FIN,Media,"121,226",Baja,6,17/04/2019,23/07/2019,01/08/2019,18/08/2019,22/08/2019,127
SDATOOL-3404,FIN,Media,"293,902",Alta,5,31/03/2023,25/03/2024,27/03/2024,13/04/2024,21/04/2024,387
SDATOOL-3605,FIN,Alta,"154,614",Media,5,01/01/2019,10/09/2019,23/05/2019,04/06/2019,09/06/2019,159
SDATOOL-8699,ENG,Baja,"114,444",Media,1,30/08/2024,11/05/2025,12/03/2025,05/04/2025,14/04/2025,227
SDATOOL-9144,ENG,Media,"285,707",Alta,4,01/01/2019,27/10/2019,08/04/2019,30/04/2019,06/05/2019,125
SDATOOL-6454,FIN,Baja,"237,269",Media,6,17/08/2019,17/01/2020,11/03/2020,30/03/2020,01/04/2020,228
SDATOOL-8879,RIC,Media,"209,414",Media,9,01/01/2019,22/08/2019,26/10/2019,02/11/2019,08/11/2019,311
SDATOOL-2203,FIN,Alta,"214,807",Media,4,14/02/2019,19/07/2019,06/09/2019,16/09/2019,26/09/2019,224
SDATOOL-8781,FIN,Media,"205,592",Alta,1,11/12/2022,20/10/2023,08/10/2023,20/10/2023,23/10/2023,316
SDATOOL-2833,GRM,Media,"158,069",Media,4,29/01/2025,09/07/2025,10/07/2025,02/08/2025,07/08/2025,190
SDATOOL-4516,FIN,Media,"121,342",Media,1,06/10/2023,19/03/2024,29/02/2024,22/03/2024,25/03/2024,171
SDATOOL-5112,GRM,Alta,"224,339",Media,4,07/09/2023,09/03/2024,01/04/2024,23/04/2024,26/04/2024,232
SDATOOL-6968,FIN,Alta,"157,523",Media,4,05/05/2022,10/11/2022,12/11/2022,24/11/2022,04/12/2022,213
SDATOOL-5392,FIN,Media,"95,030",Baja,4,09/01/2023,01/06/2023,25/04/2023,04/05/2023,07/05/2023,118
SDATOOL-1422,CCS,Media,"157,889",Baja,5,12/03/2021,20/06/2021,28/08/2021,23/09/2021,26/09/2021,198
SDATOOL-7142,FIN,Alta,"231,060",Alta,3,25/12/2020,20/11/2021,01/01/2022,12/01/2022,19/01/2022,390
SDATOOL-8852,RCS,Alta,"202,960",Media,9,04/06/2022,26/01/2023,05/03/2023,02/04/2023,12/04/2023,312
SDATOOL-3136,RCS,Media,"199,110",Media,7,31/08/2022,10/02/2023,14/02/2023,26/02/2023,07/03/2023,188
SDATOOL-1992,CIB,Media,"92,112",Baja,1,24/01/2019,02/06/2019,10/04/2019,07/05/2019,12/05/2019,108
SDATOOL-7548,ENG,Media,"221,780",Media,1,08/09/2023,16/04/2024,22/04/2024,01/05/2024,10/05/2024,245
SDATOOL-8911,ENG,Media,"258,155",Alta,4,02/05/2023,23/02/2024,24/04/2024,23/05/2024,28/05/2024,392
SDATOOL-1548,FIN,Baja,"126,175",Media,1,10/05/2022,17/10/2022,04/10/2022,29/10/2022,03/11/2022,177
SDATOOL-6348,T&C,Media,"295,447",Alta,5,17/07/2023,10/05/2024,09/05/2024,07/06/2024,10/06/2024,329
SDATOOL-2687,T&C,Media,"92,247",Baja,2,01/01/2021,06/03/2021,01/02/2021,01/03/2021,02/03/2021,60
SDATOOL-4950,RIC,Media,"138,620",Baja,3,24/07/2025,14/10/2025,24/08/2025,17/09/2025,26/09/2025,64
SDATOOL-2220,FIN,Alta,"160,752",Media,4,21/11/2023,02/08/2024,12/08/2024,24/08/2024,01/09/2024,285
SDATOOL-6512,RIC,Alta,"206,026",Alta,1,02/01/2023,28/11/2023,07/11/2023,22/11/2023,23/11/2023,325
SDATOOL-1355,ENG,Media,"118,607",Baja,7,21/08/2023,27/10/2023,23/10/2023,21/11/2023,26/11/2023,97
SDATOOL-1092,T&C,Media,"131,936",Media,1,25/10/2021,10/04/2022,11/04/2022,06/05/2022,09/05/2022,196
SDATOOL-9381,CCS,Alta,"129,595",Baja,4,17/05/2024,27/08/2024,21/08/2024,15/09/2024,19/09/2024,125
SDATOOL-1892,ENG,Media,"268,147",Alta,7,13/07/2019,14/06/2020,16/08/2020,13/09/2020,23/09/2020,438
SDATOOL-7981,CCS,Baja,"374,945",Alta,5,01/01/2019,30/09/2019,24/03/2019,20/04/2019,22/04/2019,111
SDATOOL-7359,CIB,Media,"123,470",Media,2,09/06/2024,24/12/2024,18/12/2024,01/01/2025,11/01/2025,216
SDATOOL-4295,ENG,Media,"221,854",Alta,2,07/07/2023,05/06/2024,24/07/2024,18/08/2024,25/08/2024,415
SDATOOL-3771,FIN,Media,"362,274",Alta,9,23/01/2022,05/11/2022,16/10/2022,30/10/2022,06/11/2022,287
SDATOOL-9898,ENG,Media,"216,164",Alta,2,29/11/2022,28/10/2023,30/10/2023,27/11/2023,29/11/2023,365
SDATOOL-6536,FIN,Media,"99,835",Baja,4,21/10/2023,23/01/2024,01/12/2023,30/12/2023,08/01/2024,79
SDATOOL-5766,RCS,Alta,"150,881",Media,3,27/09/2023,24/04/2024,06/04/2024,05/05/2024,12/05/2024,228
SDATOOL-8543,RCS,Media,"106,448",Baja,5,17/06/2019,06/10/2019,21/09/2019,10/10/2019,20/10/2019,125
SDATOOL-4523,GRM,Alta,"92,419",Baja,6,05/10/2022,26/01/2023,13/01/2023,08/02/2023,12/02/2023,130
SDATOOL-8959,RIC,Media,"80,280",Baja,4,19/04/2025,01/08/2025,01/08/2025,14/08/2025,17/08/2025,120
SDATOOL-8898,RCS,Baja,"122,798",Baja,5,22/04/2023,15/07/2023,12/07/2023,30/07/2023,08/08/2023,108
SDATOOL-4697,ENG,Media,"121,345",Baja,4,08/12/2023,03/05/2024,22/03/2024,03/04/2024,09/04/2024,123
SDATOOL-7935,CIB,Baja,"225,269",Media,4,24/04/2021,26/09/2021,08/09/2021,07/10/2021,12/10/2021,171
SDATOOL-3586,CCS,Media,"223,819",Media,5,25/12/2023,24/08/2024,07/08/2024,29/08/2024,31/08/2024,250
SDATOOL-7200,ENG,Alta,"222,024",Alta,2,07/04/2023,06/03/2024,01/02/2024,18/02/2024,21/02/2024,320
SDATOOL-3296,ENG,Media,"324,119",Alta,7,01/01/2019,01/11/2019,16/08/2019,28/08/2019,07/09/2019,249
SDATOOL-1299,GRM,Alta,"229,113",Media,10,01/11/2022,05/07/2023,09/08/2023,02/09/2023,08/09/2023,311
SDATOOL-7018,ENG,Media,"171,325",Media,6,11/08/2020,26/02/2021,04/01/2021,25/01/2021,02/02/2021,175
SDATOOL-9968,RCS,Media,"117,114",Baja,6,19/03/2021,14/08/2021,04/07/2021,12/07/2021,20/07/2021,123
SDATOOL-1796,ENG,Media,"387,022",Alta,10,09/08/2020,21/07/2021,13/07/2021,04/08/2021,05/08/2021,361
SDATOOL-6321,T&C,Media,"210,008",Media,3,14/10/2023,21/05/2024,05/04/2024,15/04/2024,21/04/2024,190
SDATOOL-3486,FIN,Alta,"217,126",Media,4,02/10/2019,03/06/2020,05/05/2020,14/05/2020,15/05/2020,226
SDATOOL-2312,RCS,Alta,"145,451",Baja,5,07/09/2020,15/11/2020,11/12/2020,28/12/2020,04/01/2021,119
SDATOOL-9515,ENG,Alta,"219,002",Media,9,24/10/2021,09/06/2022,10/09/2022,20/09/2022,29/09/2022,340
SDATOOL-2573,FIN,Media,"335,437",Alta,8,06/03/2020,01/02/2021,26/01/2021,19/02/2021,21/02/2021,352
SDATOOL-7078,GRM,Media,"148,600",Baja,3,21/05/2024,21/09/2024,11/11/2024,22/11/2024,29/11/2024,192
SDATOOL-8137,CCS,Media,"137,238",Baja,4,29/03/2024,15/08/2024,12/10/2024,26/10/2024,28/10/2024,213
SDATOOL-1310,CCS,Alta,"228,460",Alta,2,01/01/2019,30/10/2019,17/07/2019,27/07/2019,30/07/2019,210
SDATOOL-6795,ENG,Media,"371,140",Alta,9,09/11/2023,21/10/2024,21/10/2024,06/11/2024,13/11/2024,370
SDATOOL-2993,ENG,Alta,"123,276",Media,2,26/05/2022,21/11/2022,01/11/2022,28/11/2022,03/12/2022,191
SDATOOL-8066,RCS,Media,"172,094",Media,4,02/06/2021,26/11/2021,20/10/2021,13/11/2021,21/11/2021,172
SDATOOL-1477,CIB,Baja,"130,952",Media,2,16/01/2019,29/07/2019,17/07/2019,07/08/2019,09/08/2019,205
SDATOOL-3223,FIN,Baja,"138,044",Media,3,28/01/2021,20/08/2021,21/07/2021,05/08/2021,10/08/2021,194
SDATOOL-7355,FIN,Media,"351,128",Alta,9,20/09/2021,24/08/2022,18/08/2022,04/09/2022,12/09/2022,357
SDATOOL-4413,RCS,Media,"194,740",Media,7,09/03/2025,25/08/2025,14/09/2025,21/09/2025,22/09/2025,197
SDATOOL-8294,ENG,Media,"135,336",Media,2,15/08/2020,10/03/2021,02/03/2021,12/03/2021,13/03/2021,210
SDATOOL-1750,CIB,Alta,"224,391",Media,1,03/10/2024,10/04/2025,30/04/2025,26/05/2025,02/06/2025,242
SDATOOL-3004,GRM,Alta,"142,035",Baja,7,12/01/2023,15/05/2023,10/04/2023,27/04/2023,07/05/2023,115
SDATOOL-8947,ENG,Media,"237,258",Media,10,01/01/2019,25/09/2019,12/10/2019,29/10/2019,02/11/2019,305
SDATOOL-6565,ENG,Media,"388,933",Alta,10,14/12/2020,04/10/2021,07/11/2021,06/12/2021,14/12/2021,365
SDATOOL-5824,ENG,Media,"317,736",Alta,7,26/11/2023,30/10/2024,05/02/2025,21/02/2025,25/02/2025,457
SDATOOL-9952,CIB,Alta,"346,059",Alta,9,22/11/2023,03/11/2024,03/11/2024,22/11/2024,01/12/2024,375
SDATOOL-9804,RIC,Alta,"193,732",Media,6,08/01/2023,01/07/2023,24/05/2023,06/06/2023,10/06/2023,153
SDATOOL-6361,FIN,Media,"366,795",Alta,8,20/08/2022,19/08/2023,03/11/2023,24/11/2023,01/12/2023,468
SDATOOL-6902,FIN,Alta,"245,275",Alta,3,01/01/2019,28/12/2019,19/12/2019,14/01/2020,21/01/2020,385
SDATOOL-1340,CCS,Alta,"134,202",Baja,3,17/05/2020,02/09/2020,20/08/2020,17/09/2020,21/09/2020,127
SDATOOL-5348,FIN,Alta,"313,447",Alta,7,01/01/2019,09/10/2019,14/06/2019,26/06/2019,30/06/2019,180
SDATOOL-2416,T&C,Media,"109,310",Media,1,06/04/2019,25/09/2019,28/08/2019,20/09/2019,27/09/2019,174
SDATOOL-2816,CCS,Alta,"233,553",Media,5,02/03/2024,17/08/2024,23/10/2024,12/11/2024,15/11/2024,258
SDATOOL-6283,ENG,Alta,"149,189",Media,4,27/12/2023,03/09/2024,29/08/2024,23/09/2024,28/09/2024,276
SDATOOL-3831,FIN,Media,"244,763",Alta,3,29/10/2022,13/09/2023,12/09/2023,28/09/2023,01/10/2023,337
SDATOOL-2162,FIN,Alta,"236,323",Alta,9,30/07/2019,22/07/2020,24/09/2020,15/10/2020,17/10/2020,445
SDATOOL-2132,GRM,Media,"85,617",Baja,5,27/07/2023,08/12/2023,15/11/2023,06/12/2023,14/12/2023,140
SDATOOL-7383,T&C,Media,"123,897",Baja,4,25/04/2022,09/08/2022,18/08/2022,31/08/2022,05/09/2022,133
